data,Overall,Sebha_idp,Aljufra_idp,Aljufra_non_displaced,Tripoli_idp,Wadi Ashshati_non_displaced,Wadi Ashshati_idp,Aljfara_non_displaced,Sebha_non_displaced,Tripoli_non_displaced,Aljfara_idp,Ejdabia_non_displaced,Tripoli_returnee,Alkufra_idp,Sirt_non_displaced,Ghat_non_displaced,Derna_returnee,Al Jabal Al Gharbi_non_displaced,Azzawya_non_displaced,Zwara_non_displaced,Ejdabia_idp,Alkufra_non_displaced,Al Jabal Al Gharbi_idp,Sirt_returnee,Sirt_idp,Murzuq_non_displaced,Sebha_returnee,Misrata_non_displaced,Misrata_idp,Ghat_idp,Zwara_idp,Murzuq_idp,Al Jabal Al Gharbi_returnee,Alkufra_returnee,Benghazi_returnee,Benghazi_idp,Derna_non_displaced,Benghazi_non_displaced,Azzawya_idp,Aljfara_returnee,Derna_idp,Murzuq_returnee,Azzawya_returnee,Ubari_non_displaced,Ubari_idp,Zwara_returnee,Ghat_returnee,Misrata_returnee,Wadi Ashshati_returnee,Ubari_returnee,Ejdabia_returnee,Sebha,Aljufra,Tripoli,Wadi Ashshati,Aljfara,Ejdabia,Alkufra,Sirt,Ghat,Derna,Al Jabal Al Gharbi,Azzawya,Zwara,Murzuq,Misrata,Benghazi,Ubari
1. Permanent job with annual/monthly/weekly wage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Permanent job with annual/monthly/weekly wage,0.00970217044517199,0,0.0138888888888889,0,0.0533333333333333,0,0.0285714285714286,0,0,0.0144927536231884,0.0144927536231884,0.0128205128205128,0,0,0,0.0169491525423729,0.037037037037037,0,0,0.0543478260869565,0,0.0140845070422535,0.0140845070422535,0.0111111111111111,0,0.0138888888888889,0.0140845070422535,0,0,0.0149253731343284,0.0119047619047619,0,0,0.02,0.0133333333333333,0,0,0,0.0116279069767442,0,0.0126582278481013,0,0,0,0,0.010752688172043,0,0,0.03125,0.0227272727272727,0.0476190476190476,0.000230667066329396,0.000437463739636554,0.0152583822847865,0.000843634344929682,0.00068019602726278,0.0119131048311106,0.0124882629107981,0.00467490284786265,0.0157239769551913,0.0067017811577748,0.000805477245267821,0.000422165372259325,0.0516394889707554,0.0123577929465301,0,0.00328989141805192,0.00586066983879224
2. Temporary job with weekly/daily/monthly wage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Temporary job with weekly/daily/monthly wage,0.0246811506431715,0.012987012987013,0,0,0,0,0.0428571428571429,0,0.0333333333333333,0,0,0,0.0144927536231884,0.03125,0,0.0338983050847458,0.0925925925925926,0.0441176470588235,0.021978021978022,0.141304347826087,0,0,0.0140845070422535,0,0.012987012987013,0.125,0.0422535211267606,0.037037037037037,0.0405405405405405,0.0447761194029851,0.0238095238095238,0.0350877192982456,0.072289156626506,0.02,0.0266666666666667,0.0508474576271186,0,0.0169491525423729,0.0581395348837209,0,0.0126582278481013,0.333333333333333,0,0.0229885057471264,0.0133333333333333,0.043010752688172,0,0,0,0,0,0.031273581799761,0,0.000798100080655283,0.00106143597335307,0,0,0.00437009182070799,0.000741211111839266,0.0359457464811461,0.0166513525546925,0.0444517759745718,0.0232582285473603,0.134747579123113,0.117700786380057,0.0365474962411947,0.0205240267649086,0.016766797068557
3. Daily labour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Daily labour,0.0188568423363174,0,0.0277777777777778,0.0186915887850467,0.0266666666666667,0,0,0.0491803278688525,0,0,0.0289855072463768,0,0.0144927536231884,0.03125,0,0,0,0.0588235294117647,0.0659340659340659,0.0326086956521739,0.025,0.028169014084507,0.0422535211267606,0,0.025974025974026,0.0694444444444444,0,0.0246913580246914,0.027027027027027,0.0149253731343284,0.0119047619047619,0.087719298245614,0.0481927710843374,0.04,0.0133333333333333,0.0169491525423729,0,0,0.0232558139534884,0.0357142857142857,0,0.0666666666666667,0.0285714285714286,0.0344827586206897,0.0533333333333333,0.021505376344086,0,0,0,0.0227272727272727,0.0476190476190476,0,0.0189777800165847,0.00187170488876953,0,0.0480287313956419,0.0021099125736918,0.0288464364172227,0.00148242222367853,0.00449779257076352,0,0.0571016862218008,0.0643290215532755,0.031714520964156,0.0712746242739956,0.0243649974941298,0.00387846979223307,0.0320247427917001
4. Other (specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Other (specify),0.00082928811663987,0,0,0.00934579439252336,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00972453239694251,0.00905142626865578,0,0,0,0,0,0,0,0,0.0127938609998973,0,0,0,0,0,0
calcul_jobs_minors_male_nb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calcul_jobs_minors_male_nb,0.0540694515413008,0.012987012987013,0.0416666666666667,0.0280373831775701,0.08,0,0.0714285714285714,0.0491803278688525,0.0444444444444444,0.0144927536231884,0.0434782608695652,0.0128205128205128,0.0289855072463768,0.0625,0,0.0508474576271186,0.12962962962963,0.117647058823529,0.0879120879120879,0.228260869565217,0.025,0.0422535211267606,0.0704225352112676,0.0111111111111111,0.038961038961039,0.208333333333333,0.0563380281690141,0.0617283950617284,0.0675675675675676,0.0746268656716418,0.0476190476190476,0.12280701754386,0.120481927710843,0.08,0.0533333333333333,0.0677966101694915,0,0.0169491525423729,0.0930232558139535,0.0357142857142857,0.0253164556962025,0.4,0.0285714285714286,0.0574712643678161,0.0666666666666667,0.0752688172043011,0,0,0.03125,0.0454545454545455,0.0952380952380952,0.0412287812630329,0.028466670024877,0.0179281872542113,0.00190507031828275,0.0487089274229047,0.0140230174048024,0.0457047911487288,0.00689853618338045,0.0561675160071008,0.0233531337124673,0.115152800441538,0.0880094154728951,0.218101589058025,0.201333203600583,0.0609124937353245,0.0276923879751936,0.0546522096990493
1. Permanent job with annual/monthly/weekly wage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Permanent job with annual/monthly/weekly wage,0.0117343450908761,0,0,0,0.0169491525423729,0,0,0,0,0.0131578947368421,0,0.0428571428571429,0,0,0,0.0408163265306122,0,0,0.012987012987013,0.0229885057471264,0,0,0,0,0,0,0,0,0,0,0,0,0.0136986301369863,0,0.0238095238095238,0,0.015625,0.0204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0.0294117647058824,0,0,0.0125859405969726,0,0,0.0394411914602206,0,0,0.0270344848441321,0.0127418400567021,0.000997651610862541,0.0124961919054013,0.0215478010572142,0,0,0.020538724870387,0
2. Temporary job with weekly/daily/monthly wage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Temporary job with weekly/daily/monthly wage,0.00200069511973345,0.0123456790123457,0.015625,0,0.0169491525423729,0,0,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0.0153846153846154,0,0,0,0,0.0140845070422535,0,0,0,0.046875,0.0123456790123457,0.0204081632653061,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,0,0,0,0,0,0,0,0,0.00133845336500971,0.000492146707091124,0.000682375937360751,0,0.0176968569921048,0.00121200850038896,0,0,0.0141258797925542,0,0,0,0.000255027922648085,0.0151034142446095,0,0,0
3. Daily labour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Daily labour,0.00327327692498018,0,0,0,0,0,0,0.0377358490566038,0,0,0,0,0.0142857142857143,0.0153846153846154,0,0,0,0,0,0,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0.0204081632653061,0.0136986301369863,0,0,0,0,0,0,0.0151515151515152,0,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0,0.000786698650931636,0,0.0356230026741689,0.00121200850038896,0.00190518675476994,0,0,0,0.000997651610862541,0,0,0.00232128346219034,0,0,0
4. Other (specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Other (specify),0.00141496801629622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165461885841033,0,0
calcul_jobs_minors_female_nb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calcul_jobs_minors_female_nb,0.0184231800345788,0.0123456790123457,0.015625,0,0.0338983050847458,0,0,0.0566037735849057,0,0.0131578947368421,0,0.0428571428571429,0.0142857142857143,0.0153846153846154,0,0.0408163265306122,0,0,0.012987012987013,0.0229885057471264,0.0307692307692308,0,0,0,0,0.0140845070422535,0,0.0181818181818182,0,0.046875,0.0123456790123457,0.0408163265306122,0.0273972602739726,0,0.0238095238095238,0,0.015625,0.0204081632653061,0,0.0151515151515152,0,0.0857142857142857,0,0,0,0,0,0,0,0,0.0285714285714286,0.00133845336500971,0.000492146707091124,0.014055015185265,0,0.0533198596662737,0.0418627308358122,0.00190518675476994,0,0.0411603646366863,0.0127418400567021,0.00199530322172508,0.0124961919054013,0.0218028289798623,0.0174246977067999,0.0165461885841033,0.020538724870387,0
1. Government salary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Government salary,1641.8854391028,877.102803738318,869.935064935065,856.561403508772,1673.90361445783,1497.5,988.181818181818,2319.77777777778,1225.2380952381,1765.72043010753,1951.16504854369,1811.46788990826,1452.60784313725,1244.27956989247,1138.19444444444,1211.92307692308,1302.32323232323,1825.96226415094,1658.57894736842,1306.09375,1391.5625,1672.27722772277,1873.04081632653,1099.39655172414,1051.6,994.909090909091,913.58024691358,1239.57446808511,1029.35227272727,991.927710843373,1432.98969072165,998.656716417911,1581.56862745098,1629.45205479452,2019.49367088608,1905.55128205128,1302.0618556701,1831.18279569892,1496.29357798165,2099.69696969697,1413.125,921.176470588235,1325.37037037037,1629.75961538462,1345.67708333333,1498.88349514563,979.272727272727,944.461538461538,1424.84848484848,1070.83333333333,1471.72413793103,1182.39097088321,856.982638928465,1744.78110107136,1484.56959491286,2299.14698805893,1777.38581964754,1618.20420487969,1116.92834345689,1137.18110078988,1302.71173366897,1810.85579554,1652.19149714069,1316.81482385026,994.643501624581,1218.97790808497,1880.2294998987,1476.98884429432
2. Government social benefits or assistance (including pensions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Government social benefits or assistance (including pensions),87.7427759868801,67.1171171171171,0,11.8421052631579,189.175257731959,30.8928571428571,33.5714285714286,75,98.6486486486486,173.831775700935,93.9252336448598,48.2456140350877,90.3508771929825,51.4851485148515,36.2385321100917,15.3153153153153,77.2727272727273,110.446428571429,58.8135593220339,85.4285714285714,20.0934579439252,249.122807017544,83.4579439252336,31.0344827586207,80.9523809523809,85.9223300970874,92.8571428571429,71.7391304347826,23.1081081081081,22.1052631578947,81.1764705882353,85.4022988505747,121.22641509434,105.696202531646,48.5981308411215,103.551401869159,23.1958762886598,31.0185185185185,37.8378378378378,87.8787878787879,11.7283950617284,171.794871794872,30.7017543859649,135.391304347826,73.921568627451,68.8679245283019,30.1369863013699,72.3958333333333,0,172.796460176991,0,95.1353168203938,11.4691098640994,169.852305337565,30.8247409326425,76.0831233295429,45.8855255107756,221.060960080992,36.6009387724223,17.8995517763532,32.8183552410625,109.688078219623,58.0102078312822,84.6449657140144,86.6217974280134,68.3426447964581,37.8749306038536,143.167268982637
3. Non-government salaried work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Non-government salaried work,1132.10578845939,408.064516129032,0,0,1619.46153846154,600.833333333333,804.772727272727,1139.28571428571,530,1847.74193548387,1049.52380952381,626.666666666667,1988.23529411765,675,433.333333333333,240.526315789474,441.875,631.818181818182,717.307692307692,1025,783.333333333333,913.636363636364,616,166.666666666667,539.285714285714,718.181818181818,669.047619047619,1037.12121212121,847.777777777778,370.833333333333,562.5,742.857142857143,473.75,1047.05882352941,1223,1301.47058823529,390,1531.1320754717,692.105263157895,966.666666666667,600,841.666666666667,786.25,592.631578947368,505.454545454545,500,556.666666666667,1006.36363636364,750,555.333333333333,2200,519.057631497176,0,1846.28814103896,606.533490343853,1132.46061831625,643.647728277855,887.421089560079,327.182712305385,291.271458652187,400.430702049446,619.401678382699,716.495204618761,993.388985502535,721.767565956986,1023.23581759908,1447.12774186623,580.361895419381
4. Casual or daily labour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Casual or daily labour,630.271542464929,267.857142857143,0,NA,1000,1228.10344827586,954.761904761905,525.714285714286,281.818181818182,400,484.615384615385,985.714285714286,NA,111.111111111111,NA,0,NA,250,578.571428571429,181.25,0,596.551724137931,1325,NA,133.333333333333,200,307.692307692308,1300,212.5,NA,425,860,500,633.333333333333,960,1282.69230769231,250,1077.77777777778,1000,430,675,466.666666666667,0,60,190,376.923076923077,NA,970,813.333333333333,NA,600,280.728349570845,0,425.563883255445,1219.52842509167,522.336919965874,906.921939693116,537.356020954526,133.333333333333,0,252.811192085931,329.685192643308,593.011571399929,194.506097286539,269.312097080015,1217.20499824469,1055.83295764258,65.3280676658996
5. Income from own business or commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Income from own business or commerce,1872.12088252185,940,NA,NA,1728.57142857143,1149.33333333333,842.352941176471,2105.88235294118,1448.4375,3268.18181818182,2915,1933.33333333333,4587.5,1208.33333333333,NA,250,630,1600,2605,1032.91666666667,816.666666666667,1198.27586206897,2010,NA,675,1004.61538461538,1466.66666666667,1335.13513513514,901.724137931035,200,616.666666666667,870,1888.94736842105,1021.42857142857,3800,5600,0,250,1066.66666666667,1650,750,970.833333333333,937.5,1412,300,1086.31578947368,1000,NA,638.888888888889,434,400,1393.61393515162,NA,3278.85023466277,1139.50877577974,2136.95820491652,1840.84087625674,1195.09856581228,675,262.159659196147,116.900603060955,1644.49106556161,2546.66935385061,1026.56155976341,990.658827047052,1304.13331577896,1311.7183538666,1125.98070709868
6. Remittances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Remittances,70.7363304960682,1057.20720720721,0,0,0,34.8214285714286,0,0,1680.18018018018,0,22.8971962616822,0,0,16.8316831683168,218.990825688073,25.8558558558559,48.989898989899,0,0,32.3809523809524,0,0,0,138.275862068966,176.952380952381,0,1348.9010989011,0,15.3153153153153,32.6315789473684,29.4117647058824,0,4.71698113207547,0,64.8148148148148,32.7102803738318,57.7319587628866,41.6666666666667,18.018018018018,0,0,0.230769230769231,0,43.9130434782609,19.6078431372549,15.0943396226415,126.301369863014,0,145.833333333333,192.300884955752,0,1607.21526080847,0,0,34.4421724648409,1.07464615335302,0,2.08438748912949,182.631439590229,31.544209664949,55.8528415809769,0.343530979212101,0.654166162419855,31.5933478510595,0.00202152796009451,1.07375674779572,47.067263130212,81.4384631824066
7. Support from family and friends (not including remittances),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Support from family and friends (not including remittances),12.46969381552,111.711711711712,0,0,44.7916666666667,0.446428571428571,11.7857142857143,10.8695652173913,23.4234234234234,21.2962962962963,72.8971962616822,4.42477876106195,13.0434782608696,28.2178217821782,4.58715596330275,9.27272727272727,9.6969696969697,33.7946428571429,5.93220338983051,5.76923076923077,2.83018867924528,3.68421052631579,65.0943396226415,0,102.190476190476,14.9019607843137,36.2637362637363,1.30434782608696,2.7027027027027,19.6808510638298,1.47058823529412,86.2068965517241,48.0952380952381,16.2025316455696,12.962962962963,14.4859813084112,1.54639175257732,8.33333333333333,65.3153153153153,0,0,21.7948717948718,18.0701754385965,6.26086956521739,18.1372549019608,0,12.0547945205479,0,5.55555555555556,0,0,33.2054641518539,0,21.7877504866835,0.749503454231433,13.6162509319917,4.28611017083521,7.03545421472276,8.22768944429228,12.510234697935,2.99770055009344,36.6261294645759,8.1062290151466,5.43804762986178,22.1982926218954,1.37649566593862,9.68931435936188,5.00761837330584
8. Humanitarian assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Humanitarian assistance,2.87367528049094,3.6036036036036,0,0,0,0,10.952380952381,0,0,4.62962962962963,7.48598130841121,5.70175438596491,0,1.48514851485149,1.37614678899083,0,0,1.78571428571429,7.20338983050847,5.76923076923077,3.08411214953271,1.31578947368421,21.0280373831776,0,5.71428571428571,0.728155339805825,4.94505494505495,1.30434782608696,17.1171171171171,0,13.2352941176471,11.9767441860465,44.3396226415094,13.9240506329114,1.85185185185185,0.560747663551402,0,0,19.8198198198198,0,0,0,0,0,7.45098039215686,14.2857142857143,0,0,0,0,0,0.471670638429712,0,4.18829126912269,0.271255859856896,0.351343497483987,5.47872418004035,1.65208318845484,1.04473677188919,0,0,5.98530146822714,7.65073328890349,6.28126555674129,1.8632717550142,2.3870902520993,0.476401956558521,0.226631407663222
Zakat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zakat,4.63277414048443,24.7747747747748,1.2987012987013,0.350877192982456,10.4166666666667,8.66071428571429,22.7380952380952,5.43478260869565,0,1.38888888888889,0,10.5263157894737,0,12.8712871287129,2.11009174311927,1.8018018018018,0,8.48214285714286,24.5762711864407,6.66666666666667,4.67289719626168,0.701754385964912,21.4953271028037,0,8.94230769230769,4.41176470588235,0,0.434782608695652,2.25225225225225,0,4.41176470588235,18.3908045977011,45.2830188679245,0,1.85185185185185,7.07547169811321,2.06185567010309,0,11.2612612612613,0,1.85185185185185,0,10.5263157894737,1.30434782608696,12.3529411764706,9.43396226415094,0,0,0,0,0,2.68595033383706,0.380731177784448,1.67586425890644,8.97167221811004,5.09746424229106,10.0341447230465,2.19124428610046,1.61222589945673,1.19341419582205,1.69145291601566,11.9065074328578,24.0719611784586,6.73635004215978,5.79169618496647,0.553575131098771,0.702633071708096,1.30405389613011
10. Other (specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Other (specify),23.6193681286739,50.9009009009009,2.5974025974026,0,0,0,8.33333333333333,0,83.7837837837838,0,7.94392523364486,8.7719298245614,0,3.96039603960396,0,0,0,0,25.8620689655172,5.88235294117647,15.8878504672897,0,0,0,0,0,131.868131868132,56.701030927835,0,0,0,0,19.3396226415094,0,0,9.34579439252336,0,101.851851851852,1.37614678899083,5.05050505050505,0,0,0,28.695652173913,0,2.83018867924528,10.958904109589,0,0,8.84955752212389,0,81.0062899200102,0.0818114006593036,0,0.206390328151986,0.449265983870813,9.30666305494481,0.490444115089291,0,0.397841304960076,0,1.40847701476962,24.93462070936,5.63260786242651,0,51.6002272854767,73.5083600236663,22.705134053256
1. Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Cash,53.0704479018477,50,64.6753246753247,12.0614035087719,68.9484536082474,64.5495495495496,72.3294117647059,48.8541666666667,50.3153153153153,66.5535714285714,43.6111111111111,41.4173913043478,81.75,45.5825242718447,27.2477064220184,9.46428571428571,32.0280373831776,49.1769911504425,30.635593220339,48.0733944954128,45.5405405405405,26.7982456140351,44.7924528301887,17.3706896551724,28.4433962264151,44.7281553398058,60.1086956521739,60.8620689655172,47.6724137931034,18.0630630630631,46.8137254901961,61.6781609195402,40,32.75,60.5714285714286,70.5263157894737,37.5480769230769,68.2173913043478,23.7053571428571,48.5353535353535,32.3780487804878,52.3589743589744,26.4912280701754,41.3478260869565,44.4313725490196,45.3301886792453,20.7692307692308,64.4036697247706,64.8888888888889,29.5614035087719,85.8333333333333,50.441520225019,13.7186046639253,67.4868405068612,64.743709064749,48.6032669668692,41.8731700867285,29.2732847323327,23.1602798888025,12.4659489810444,36.5314074271341,48.2578971749366,30.3778198544576,47.9321218010229,46.515069792775,60.0076417083194,66.4109922641688,38.402257646736
Bank transfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank transfers,21.4883051077243,20.8035714285714,27.5974025974026,17.8070175438597,13.7422680412371,3.78378378378378,1.64705882352941,6.92708333333333,22.4774774774775,22.6875,21.25,34.4086956521739,12.3706896551724,30.5339805825243,18.302752293578,78.0357142857143,42.2710280373832,6.2212389380531,15.1694915254237,21.8807339449541,34.6846846846847,51.9298245614035,10.4433962264151,23.5775862068966,16.2264150943396,0,17.8804347826087,35.6465517241379,41.3793103448276,69.4144144144144,11.3235294117647,0,8.19444444444444,59.125,20.1848739495798,15.7894736842105,47.8846153846154,14.9565217391304,4.73214285714286,10.9090909090909,67.0731707317073,0,4.03508771929825,12.695652173913,13.2647058823529,39.2452830188679,62.4358974358974,31.9266055045872,4.16666666666667,12.280701754386,9.16666666666667,22.2207139865768,18.115389112836,21.759227893863,3.73253029317034,7.65956824723156,34.3560152793909,49.4601690385617,20.4035892173737,74.8713469967406,46.9834581183838,6.60640513379206,14.7739939548343,22.3921946196776,0,35.9746358773331,16.2755002618035,12.605957647926
Cheques ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheques ,21.6390082225959,24.5535714285714,7.72727272727273,70.1315789473684,15.7731958762887,29.4144144144144,22.6705882352941,42.34375,21.2162162162162,9.73214285714286,33.287037037037,21.9565217391304,5.25862068965517,22.8640776699029,38.6697247706422,9.0625,22.9439252336449,35.1327433628319,36.4406779661017,28.2110091743119,17.3873873873874,20.9210526315789,43.9622641509434,40.3879310344828,42.3584905660377,51.0097087378641,17.7717391304348,3.14655172413793,7.58620689655172,3.42342342342342,40.8333333333333,30.9080459770115,50.3240740740741,8.125,17.4789915966387,11.9298245614035,14.0865384615385,13.5217391304348,46.1160714285714,37.9292929292929,0.548780487804878,26.6153846153846,47.9824561403509,45.4782608695652,41.1764705882353,15.2358490566038,11.1538461538462,3.6697247706422,27.0555555555556,58.1578947368421,4.16666666666667,21.5216232085337,68.1660062232387,9.72900477113613,29.2371246186754,41.8518823125656,21.5441116646809,20.8416540293735,39.6031749058182,7.43907459827075,15.5993187334497,36.7440566621451,36.8091175880267,27.9266213362844,48.7561198709572,3.4682007362713,14.4428779271633,48.6171067396418
4. Phone top-up cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Phone top-up cards,1.59417806665149,0.0892857142857143,0,0,0.690721649484536,0,0,0,0.18018018018018,0.491071428571429,0,1.04347826086957,0.293103448275862,0.0970873786407767,6.88073394495413,0.892857142857143,0.841121495327103,0.619469026548673,11.1440677966102,0.458715596330275,1.26126126126126,0,0.141509433962264,12.6293103448276,7.97169811320755,0.776699029126214,0,0,0,0.18018018018018,0.392156862745098,0.344827586206897,0.925925925925926,0,0.840336134453782,0.350877192982456,0.432692307692308,0.869565217391304,15.4464285714286,0,0,0,19.5614035087719,0.0434782608695652,0,0.188679245283019,0.384615384615385,0,0,0,0,0.167375005893793,0,0.488207502451348,0,0,1.0575587618266,0.0120230232097132,9.36166207825518,0.659639731690111,0.503489326098672,0.614453867664306,11.3127868509787,0.445995532004376,0.726069318963898,0,0.844341154515064,0.0309440959387379
Prepaid or gift card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepaid or gift card,1.41788125333565,4.28571428571429,0,0,0.618556701030928,0,0,1.875,5.36036036036036,0.401785714285714,1.85185185185185,0.434782608695652,0.258620689655172,0,6.8348623853211,0.669642857142857,0,8.67256637168142,2.88135593220339,0.917431192660551,0.720720720720721,0,0.660377358490566,4.61206896551724,3.9622641509434,1.16504854368932,4.23913043478261,0,0,0,0.637254901960784,0,0.555555555555556,0,0.336134453781513,0.43859649122807,0.0480769230769231,1.39130434782609,4.375,2.62626262626263,0,0,1.57894736842105,0.173913043478261,0,0,1.53846153846154,0,0,0,0.833333333333333,5.22549011627062,0,0.402629012075193,0,1.8852824733336,0.458484047731969,0,5.73569295606034,0.499385315554977,0.0392056617129297,7.62320794942775,2.93364782215102,0.873099121107649,1.03661486464098,0,1.09786591816373,0.123776383754952
"6. Other in-kind (e.g., food)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6. Other in-kind (e.g., food)",0.661747917280652,0,0,0,0.206185567010309,0.765765765765766,2.65882352941176,0,0,0.0892857142857143,0,0.565217391304348,0.0431034482758621,0.922330097087379,1.92660550458716,1.875,1.91588785046729,0.176991150442478,3.5593220338983,0.275229357798165,0.315315315315315,0.263157894736842,0,1.42241379310345,1.0377358490566,2.32038834951456,0,0.344827586206897,3.36206896551724,8.01801801801802,0,6.88505747126437,0,0,0.504201680672269,0.964912280701754,0,0.695652173913043,5.08928571428571,0,0,21.025641025641,0.350877192982456,0.260869565217391,1.12745098039216,0,3.71794871794872,0,3.88888888888889,0,0,0,0,0.0914489165882666,0.826243690810591,0,0.543863495435812,0.338206562514874,1.66374056542209,3.79311599630177,0.343120733220806,0.153979212034163,3.61009827339975,0.257980553941877,2.94746335664341,0.54952167807618,0.657763683688193,0.21995748600252
7. Other (specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Other (specify),0.128431530564284,0.267857142857143,0,0,0.0206185567010309,1.48648648648649,0.694117647058824,0,0.45045045045045,0.0446428571428571,0,0.173913043478261,0.0258620689655172,0,0.137614678899083,0,0,0,0.169491525423729,0.18348623853211,0.0900900900900901,0.087719298245614,0,0,0,0,0,0,0,0.900900900900901,0,0.183908045977011,0,0,0.0840336134453782,0,0,0.347826086956522,0.535714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.423277457706169,0,0.0426413970248067,1.46039233259471,0,0.1667966642053,0.074662614007533,0.0718603882679914,0.271488380397438,0,0,0.182535656152003,0.171987035961251,0.0186627960195102,0,0.270658790497436,0
calc_modality_receipt_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calc_modality_receipt_income,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
