data,Libya,Sebha_idp,Aljufra_idp,Aljufra_non_displaced,Tripoli_idp,Wadi Ashshati_non_displaced,Wadi Ashshati_idp,Aljfara_non_displaced,Sebha_non_displaced,Tripoli_non_displaced,Aljfara_idp,Ejdabia_non_displaced,Tripoli_returnee,Alkufra_idp,Sirt_non_displaced,Ghat_non_displaced,Derna_returnee,Al Jabal Al Gharbi_non_displaced,Azzawya_non_displaced,Zwara_non_displaced,Ejdabia_idp,Alkufra_non_displaced,Al Jabal Al Gharbi_idp,Sirt_returnee,Sirt_idp,Murzuq_non_displaced,Sebha_returnee,Misrata_non_displaced,Misrata_idp,Ghat_idp,Zwara_idp,Murzuq_idp,Al Jabal Al Gharbi_returnee,Alkufra_returnee,Benghazi_returnee,Benghazi_idp,Derna_non_displaced,Benghazi_non_displaced,Azzawya_idp,Aljfara_returnee,Derna_idp,Murzuq_returnee,Azzawya_returnee,Ubari_non_displaced,Ubari_idp,Zwara_returnee,Ghat_returnee,Misrata_returnee,Wadi Ashshati_returnee,Ubari_returnee,Ejdabia_returnee
Has the rent increased or decreased since the beginning of 2019?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No change,63.68,77.22,98.7,100,1.85,80,64,0,100,14.29,49.21,66.67,25,77.59,50,25,76.92,100,93.33,71.43,80,38.46,40.91,68.97,60.53,75,83.33,83.33,84.38,88.89,79.31,85.11,100,50,100,68.42,100,100,81.54,100,89.23,100,100,100,83.64,80,90,100,100,97.3,100
Increased,29.74,12.66,0,0,85.19,20,12,100,0,71.43,12.7,33.33,75,10.34,50,0,7.69,0,6.67,14.29,16.92,38.46,29.55,31.03,39.47,25,0,0,3.12,0,13.79,12.77,0,33.33,0,15.79,0,0,7.69,0,3.08,0,0,0,9.09,20,0,0,0,2.7,0
Decreased,4.8,1.27,1.3,0,1.85,0,24,0,0,14.29,6.35,0,0,0,0,50,15.38,0,0,0,3.08,0,0,0,0,0,0,16.67,7.81,0,1.72,0,0,0,0,15.79,0,0,1.54,0,6.15,0,0,0,3.64,0,10,0,0,0,0
Don't know,1.67,8.86,0,0,11.11,0,0,0,0,0,31.75,0,0,12.07,0,0,0,0,0,14.29,0,23.08,29.55,0,0,0,16.67,0,4.69,11.11,5.17,2.13,0,16.67,0,0,0,0,9.23,0,1.54,0,0,0,3.64,0,0,0,0,0,0
Prefer not to answer,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Who is hosting your household for free?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family,85.49,25,NA,NA,64.71,100,37.5,NA,100,100,58.06,NA,100,58.33,100,100,100,0,50,NA,41.18,40,45.45,75,33.33,100,100,NA,14.71,84,26.09,48.15,25,25,100,68.42,100,100,37.78,NA,NA,66.67,NA,100,28.57,100,75,25,100,100,NA
Friends,6.61,75,NA,NA,29.41,0,54.17,NA,0,0,38.71,NA,0,41.67,0,0,0,50,0,NA,55.88,60,47.73,25,51.85,0,0,NA,70.59,8,65.22,44.44,0,75,0,31.58,0,0,46.67,NA,NA,33.33,NA,0,71.43,0,25,75,0,0,NA
Other (specify),5.58,0,NA,NA,5.88,0,4.17,NA,0,0,3.23,NA,0,0,0,0,0,0,50,NA,2.94,0,6.82,0,14.81,0,0,NA,8.82,0,8.7,0,75,0,0,0,0,0,15.56,NA,NA,0,NA,0,0,0,0,0,0,0,NA
Prefer not to answer,2.32,0,NA,NA,0,0,4.17,NA,0,0,0,NA,0,0,0,0,0,50,0,NA,0,0,0,0,0,0,0,NA,5.88,8,0,7.41,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA
Question for enumerator: How would you describe the overall condition of this household's shelter?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No damage / negligible damage,79.45,77.68,93.51,98.25,60.82,76.99,72.94,73.96,89.19,75,68.52,94.78,87.07,82.52,65.14,70.54,58.88,54.87,86.44,77.06,94.59,93.86,67.59,78.45,57.55,39.81,75,100,95.69,42.34,85.29,47.13,26.85,73.75,45.38,57.02,89.42,92.17,93.75,55.56,97.56,10.26,78.95,86.96,84.31,69.81,46.15,87.16,38.89,45.61,96.67
"Light damage (repairs needed, but shelter is livable)",16.01,18.75,6.49,1.75,32.99,17.7,16.47,21.88,8.11,20.54,24.07,5.22,10.34,16.5,23.85,21.43,35.51,18.58,13.56,14.68,5.41,6.14,21.3,17.24,22.64,58.25,21.74,0,4.31,13.51,13.73,45.98,33.33,22.5,43.7,39.47,6.73,6.96,6.25,44.44,2.44,82.05,19.3,13.04,14.71,28.3,32.05,3.67,50,38.6,3.33
Medium damage,3.18,3.57,0,0,6.19,4.42,10.59,0,2.7,3.57,4.63,0,2.59,0.97,11.01,7.14,5.61,10.62,0,7.34,0,0,3.7,4.31,19.81,1.94,3.26,0,0,31.53,0.98,4.6,14.81,2.5,8.4,1.75,3.85,0.87,0,0,0,7.69,1.75,0,0.98,1.89,12.82,3.67,11.11,15.79,0
Heavy damage (shelter is not livable without repairs),1.09,0,0,0,0,0.88,0,3.12,0,0.89,2.78,0,0,0,0,0,0,11.5,0,0.92,0,0,6.48,0,0,0,0,0,0,3.6,0,2.3,15.74,1.25,2.52,1.75,0,0,0,0,0,0,0,0,0,0,3.85,5.5,0,0,0
Destroyed (shelter needs to be reconstructed),0.28,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0.89,0,4.42,0,0,0,0,0.93,0,0,0,0,0,0,9.01,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,0,0,0,0
"If your household owns a house, property or land, where are your proof of ownership documents?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physically with me,61.02,54.46,77.92,78.07,40.21,38.05,30.59,65.62,84.68,38.39,46.3,80.87,37.93,81.55,67.89,76.79,53.27,15.04,67.8,62.39,51.35,84.21,35.19,34.48,42.45,79.61,82.61,64.66,16.38,67.57,57.84,62.07,16.67,90,82.35,60.53,79.81,81.74,14.29,54.55,85.37,56.41,78.95,73.04,66.67,56.6,74.36,65.14,25,56.14,90
Not with me but in a secure place,27.28,29.46,18.18,21.93,46.39,44.25,8.24,31.25,9.91,47.32,43.52,11.3,29.31,10.68,24.77,19.64,19.63,71.68,11.02,20.18,11.71,12.28,33.33,47.41,37.74,15.53,9.78,31.03,46.55,21.62,30.39,6.9,48.15,6.25,5.88,15.79,8.65,12.17,54.46,38.38,10.98,20.51,10.53,24.35,22.55,15.09,23.08,32.11,36.11,31.58,6.67
"We do not own a house, land or property",6.36,12.5,0,0,7.22,3.54,31.76,1.04,5.41,11.61,0.93,2.61,12.07,2.91,4.59,1.79,15.89,4.42,9.32,4.59,13.51,2.63,10.19,15.52,15.09,2.91,7.61,2.59,12.07,3.6,3.92,27.59,3.7,3.75,4.2,9.65,10.58,3.48,17.86,0,2.44,12.82,5.26,1.74,3.92,3.77,1.28,0,8.33,0,3.33
We never obtained ownership documents,2.6,1.79,0,0,2.06,7.96,1.18,2.08,0,1.79,4.63,1.74,17.24,0,0.92,0.89,10.28,3.54,7.63,4.59,5.41,0.88,10.19,1.72,0,1.94,0,0,0.86,2.7,1.96,3.45,6.48,0,0.84,0.88,0.96,1.74,3.57,4.04,1.22,10.26,1.75,0,0.98,12.26,0,2.75,22.22,6.14,0
Lost,1.41,1.79,3.9,0,3.09,5.31,25.88,0,0,0,4.63,1.74,0.86,3.88,0,0,0.93,3.54,2.54,3.67,15.32,0,1.85,0,3.77,0,0,0,14.66,4.5,4.9,0,18.52,0,5.04,12.28,0,0,0.89,3.03,0,0,0,0.87,5.88,11.32,0,0,2.78,6.14,0
Prefer not to answer,0.8,0,0,0,0,0,0,0,0,0.89,0,0,2.59,0,0.92,0.89,0,0.88,1.69,1.83,0,0,6.48,0.86,0.94,0,0,1.72,6.03,0,0.98,0,0,0,1.68,0,0,0,0.89,0,0,0,0,0,0,0.94,0,0,0,0,0
Don't know,0.5,0,0,0,1.03,0.88,0,0,0,0,0,1.74,0,0,0.92,0,0,0.88,0,2.75,0.9,0,2.78,0,0,0,0,0,0.86,0,0,0,3.7,0,0,0.88,0,0.87,8.04,0,0,0,3.51,0,0,0,1.28,0,5.56,0,0
Stolen or confiscated,0.03,0,0,0,0,0,2.35,0,0,0,0,0,0,0.97,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,2.59,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Has your household experienced eviction or the threat of eviction within the past 6 months?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,96.89,90.18,100,100,88.66,99.12,88.24,100,99.1,99.11,92.59,98.26,99.14,94.17,95.41,100,97.2,97.35,94.92,84.4,98.2,100,98.15,95.69,86.79,99.03,98.91,100,88.79,98.2,72.55,65.52,98.15,98.75,96.64,92.98,100,97.39,99.11,97.98,100,97.44,96.49,98.26,37.25,88.68,100,99.08,100,98.25,96.67
"Yes, have been recently evicted",1.25,4.46,0,0,2.06,0,4.71,0,0,0,2.78,0.87,0,0.97,0.92,0,0,0.88,1.69,11.01,0,0,0,0.86,6.6,0,0,0,0.86,0.9,24.51,32.18,0.93,0,0,0.88,0,0,0.89,0,0,2.56,0,0.87,59.8,6.6,0,0,0,0,0
"Yes, have been threatened with eviction",1.05,5.36,0,0,6.19,0,5.88,0,0.9,0,4.63,0.87,0,1.94,2.75,0,2.8,0,2.54,3.67,1.8,0,1.85,3.45,6.6,0.97,1.09,0,4.31,0,1.96,2.3,0,1.25,1.68,5.26,0,0.87,0,2.02,0,0,3.51,0,1.96,4.72,0,0,0,1.75,0
Don't know,0.72,0,0,0,2.06,0.88,1.18,0,0,0.89,0,0,0.86,0.97,0.92,0,0,0.88,0.85,0.92,0,0,0,0,0,0,0,0,0.86,0.9,0.98,0,0.93,0,1.68,0.88,0,1.74,0,0,0,0,0,0,0.98,0,0,0.92,0,0,3.33
Prefer not to answer,0.09,0,0,0,1.03,0,0,0,0,0,0,0,0,1.94,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0
Why do you think your household was evicted / is being threatened with eviction?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forced eviction, i.e. from armed group pressure or land-grabbing",6,82,NA,NA,88,NA,33,NA,0,NA,0,0,NA,0,0,NA,33,0,0,0,0,NA,50,0,0,100,0,NA,0,0,93,93,100,0,0,0,NA,0,0,0,NA,100,100,0,84,25,NA,NA,NA,50,NA
"Punitive measures or retaliatory ""law and order"" actions",2,18,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,33,0,0,6,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,50,0,5,0,NA,NA,NA,0,NA
Request to vacate from owner of buidling/land,8,9,NA,NA,0,NA,22,NA,0,NA,25,0,NA,67,25,NA,33,0,0,0,0,NA,0,0,14,0,0,NA,50,0,0,3,0,0,50,43,NA,0,0,0,NA,0,0,0,0,0,NA,NA,NA,50,NA
Authorities requested our household to leave ,20,0,NA,NA,0,NA,0,NA,0,NA,12,0,NA,0,0,NA,0,0,60,88,0,NA,0,0,0,0,0,NA,17,0,7,0,0,0,0,0,NA,0,0,50,NA,0,0,0,3,58,NA,NA,NA,0,NA
Discrimination based on ethnicity/tribe,8,18,NA,NA,0,NA,11,NA,100,NA,0,0,NA,0,0,NA,0,0,20,0,0,NA,0,0,0,0,100,NA,17,0,0,13,0,0,0,0,NA,0,0,50,NA,0,0,0,5,0,NA,NA,NA,50,NA
No documentation to prove legal ownership,1,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,17,100,0,3,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,NA
Host family no longer able to host our family,1,0,NA,NA,0,NA,11,NA,0,NA,25,0,NA,0,0,NA,0,0,0,0,0,NA,50,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,100,0,NA,0,0,0,0,0,NA,NA,NA,0,NA
Land acquisitions,0,9,NA,NA,0,NA,11,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,7,0,0,NA,0,0,0,3,0,0,0,0,NA,0,0,0,NA,0,0,0,2,0,NA,NA,NA,0,NA
Clearance of camp/public space by authorities,4,0,NA,NA,12,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,7,0,0,NA,0,0,0,0,0,0,50,0,NA,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,NA
Other (specify),34,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,100,20,12,0,NA,0,0,7,0,0,NA,0,0,4,0,0,0,0,14,NA,100,0,0,NA,0,0,0,13,0,NA,NA,NA,0,NA
Cannot afford rent,22,9,NA,NA,0,NA,22,NA,0,NA,38,100,NA,33,75,NA,0,0,0,0,100,NA,0,100,79,0,0,NA,0,0,0,0,0,100,50,43,NA,0,100,0,NA,0,0,100,0,17,NA,NA,NA,0,NA
1. Mattresses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My household owns enough of this and does not need more,72.17,71.43,1.3,1.75,56.7,75.22,50.59,76.04,84.68,73.21,68.52,91.3,56.14,64.08,41.28,56.25,51.4,62.83,49.57,81.65,93.69,71.05,65.74,33.91,25.47,24.27,83.7,93.97,53.45,36.04,79.41,5.75,37.04,73.75,77.78,67.54,61.54,84.07,27.68,81.82,84.15,5.13,28.07,75.44,20.59,91.51,28.21,80.73,63.89,43.86,100
My household owns this but needs another / more,25.91,26.79,98.7,98.25,37.11,22.12,43.53,22.92,13.51,24.11,30.56,6.96,40.35,35.92,56.88,41.96,45.79,34.51,50.43,16.51,6.31,28.95,30.56,66.09,73.58,73.79,16.3,5.17,37.07,45.95,19.61,65.52,62.96,26.25,21.37,28.95,34.62,14.16,72.32,18.18,14.63,94.87,71.93,22.81,54.9,6.6,61.54,14.68,33.33,56.14,0
My household does not own this object,1.12,0,0,0,5.15,1.77,5.88,1.04,0,1.79,0.93,0.87,2.63,0,1.83,1.79,2.8,0.88,0,0.92,0,0,3.7,0,0.94,1.94,0,0,4.31,17.12,0,28.74,0,0,0.85,2.63,2.88,0,0,0,0,0,0,1.75,24.51,1.89,10.26,3.67,2.78,0,0
Don't know,0.39,1.79,0,0,0,0,0,0,1.8,0,0,0,0.88,0,0,0,0,0.88,0,0.92,0,0,0,0,0,0,0,0.86,0.86,0,0,0,0,0,0,0,0.96,0.88,0,0,0,0,0,0,0,0,0,0.92,0,0,0
My household does not need this object,0.38,0,0,0,0,0.88,0,0,0,0.89,0,0.87,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0.88,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0
Prefer not to answer,0.04,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,0.9,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0
2. Blankets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My household owns enough of this and does not need more,71.79,56.25,1.3,1.75,62.89,73.45,36.47,76.04,71.17,72.32,68.52,86.96,58.26,58.25,44.04,53.57,53.27,68.14,43.59,79.82,93.69,77.19,62.04,31.3,19.81,26.21,79.35,92.24,52.59,37.84,76.47,5.75,37.96,56.25,79.66,72.57,75.96,86.73,25,80.81,87.8,5.13,26.32,62.28,10.78,89.62,28.57,79.82,66.67,40.35,98.33
My household owns this but needs another / more,27.03,40.18,98.7,98.25,32.99,25.66,57.65,23.96,27.03,25.89,30.56,12.17,40,40.78,55.96,44.64,46.73,30.97,56.41,19.27,6.31,22.81,33.33,67.83,78.3,73.79,19.57,6.9,39.66,44.14,23.53,54.02,60.19,43.75,19.49,26.55,22.12,12.39,65.18,19.19,12.2,94.87,73.68,36.84,64.71,8.49,62.34,18.35,33.33,59.65,1.67
My household does not own this object,0.59,2.68,0,0,2.06,0,5.88,0,0,0.89,0.93,0.87,0.87,0.97,0,1.79,0,0,0,0,0,0,4.63,0.87,1.89,0,1.09,0,2.59,18.02,0,40.23,1.85,0,0.85,0.88,1.92,0,9.82,0,0,0,0,0.88,24.51,0,9.09,0.92,0,0,0
My household does not need this object,0.34,0,0,0,0,0.88,0,0,0,0.89,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,1.89,0,0,0,0,0
Don't know,0.14,0.89,0,0,1.03,0,0,0,1.8,0,0,0,0.87,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0
Prefer not to answer,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other (specify),0.01,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3. Bedding items (sheets, pillows)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My household owns enough of this and does not need more,73.9,66.07,1.3,1.75,60.42,67.26,36.47,76.04,80.18,73.21,71.3,90.43,58.26,66.02,52.29,53.57,56.07,66.37,45.76,79.82,92.79,88.6,64.81,33.91,20.75,28.16,86.96,93.1,51.72,39.64,80.39,5.75,38.89,77.5,80.34,71.05,80.77,91.07,26.79,77.78,86.59,5.13,24.56,76.32,13.73,81.13,30.77,81.65,63.89,44.74,98.33
My household owns this but needs another / more,24.29,32.14,92.21,98.25,37.5,30.97,58.82,22.92,18.02,25,26.85,8.7,38.26,32.04,47.71,43.75,42.99,30.97,53.39,16.51,7.21,11.4,28.7,66.09,73.58,71.84,13.04,6.03,35.34,40.54,17.65,65.52,60.19,21.25,16.24,24.56,18.27,7.14,71.43,22.22,12.2,94.87,75.44,22.81,61.76,17.92,62.82,17.43,30.56,55.26,1.67
My household does not own this object,1.11,0,6.49,0,2.08,0,4.71,1.04,0,0.89,1.85,0.87,2.61,1.94,0,2.68,0.93,1.77,0.85,2.75,0,0,6.48,0,5.66,0,0,0,7.76,19.82,0.98,28.74,0.93,1.25,3.42,3.51,0.96,0,0.89,0,1.22,0,0,0.88,24.51,0,6.41,0.92,2.78,0,0
My household does not need this object,0.47,0,0,0,0,0.88,0,0,0,0.89,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,1.79,0.89,0,0,0,0,0,0,0.94,0,0,0,0,0
Don't know,0.14,1.79,0,0,0,0.88,0,0,1.8,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0
Prefer not to answer,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. Clothing for cold weather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My household owns enough of this and does not need more,68.69,50,3.9,4.39,60.42,46.9,22.35,72.63,63.06,75.89,60.19,83.48,60.87,56.31,47.71,47.32,55.14,70.8,35.59,60.55,90.99,64.04,62.96,49.57,33.02,32.04,65.22,93.1,68.97,32.43,55.88,8.05,45.37,67.5,75.63,68.75,73.08,80.53,22.32,72.73,87.8,12.82,19.3,58.04,2.94,52.83,28.21,84.4,50,29.82,100
My household owns this but needs another / more,28.4,41.96,96.1,95.61,37.5,48.67,60,26.32,36.04,22.32,32.41,16.52,38.26,40.78,50.46,50,42.99,26.55,62.71,36.7,1.8,33.33,23.15,50.43,63.21,66.99,32.61,1.72,3.45,40.54,17.65,51.72,54.63,31.25,19.33,31.25,23.08,15.93,55.36,27.27,7.32,76.92,78.95,41.96,66.67,44.34,58.97,14.68,47.22,61.4,0
My household does not own this object,2.17,7.14,0,0,2.08,1.77,17.65,1.05,0,0.89,7.41,0,0,2.91,1.83,2.68,1.87,1.77,1.69,1.83,5.41,2.63,13.89,0,2.83,0.97,2.17,4.31,20.69,27.03,23.53,40.23,0,1.25,4.2,0,3.85,1.77,21.43,0,4.88,10.26,1.75,0,30.39,2.83,12.82,0.92,2.78,8.77,0
My household does not need this object,0.34,0,0,0,0,0.88,0,0,0,0.89,0,0,0,0,0,0,0,0.88,0,0,0.9,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0.88,0.89,0,0,0,0,0,0,0,0,0,0,0,0
Don't know,0.21,0.89,0,0,0,1.77,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.94,0,0,0,0,0,1.96,0,0,0,0.84,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0
Prefer not to answer,0.19,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0.86,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5. Heating systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My household owns enough of this and does not need more,62.01,36.61,0,3.51,58.76,46.02,14.12,57.29,52.25,71.43,41.67,76.52,60,44.66,35.78,43.75,38.32,48.67,36.44,62.39,88.29,46.49,37.04,58.62,10.38,18.45,52.17,91.38,37.07,27.93,44.12,3.45,26.85,33.75,60.5,46.43,73.08,74.34,15.18,60.61,81.71,7.69,12.28,28.07,4.9,58.49,21.79,80.73,22.22,29.82,98.33
My household owns this but needs another / more,25.74,45.54,84.42,83.33,34.02,37.17,35.29,25,34.23,23.21,36.11,14.78,37.39,42.72,48.62,53.57,40.19,38.94,61.02,18.35,1.8,50.88,23.15,33.62,53.77,68.93,41.3,0.86,8.62,40.54,14.71,35.63,60.19,55,17.65,19.64,19.23,8.85,48.21,33.33,6.1,84.62,73.68,54.39,45.1,33.02,60.26,13.76,41.67,48.25,0
My household does not own this object,11.3,17.86,15.58,13.16,7.22,15.93,50.59,17.71,13.51,2.68,22.22,7.83,1.74,12.62,15.6,2.68,21.5,11.5,2.54,18.35,9.91,2.63,38.89,7.76,35.85,12.62,6.52,6.9,49.14,31.53,41.18,60.92,12.96,11.25,21.01,33.93,7.69,15.93,36.61,6.06,12.2,7.69,14.04,17.54,49.02,7.55,17.95,5.5,36.11,21.93,1.67
Don't know,0.47,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0
My household does not need this object,0.44,0,0,0,0,0.88,0,0,0,0.89,0,0.87,0,0,0,0,0,0.88,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0
Prefer not to answer,0.04,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other (specify),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0
6. Gas/electric stove ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My household owns enough of this and does not need more,70.64,76.79,55.84,80.7,57.73,66.37,45.88,76.84,83.78,60.71,74.07,93.91,59.13,73.79,42.2,19.64,57.01,63.72,44.92,76.15,96.4,91.23,56.48,64.66,25.47,33.01,88.04,90.52,82.76,16.22,63.73,8.05,37.04,90,66.95,70.54,78.85,85.71,22.32,69.7,95.12,5.13,21.05,74.34,11.76,89.62,11.54,84.4,61.11,59.65,100
My household owns this but needs another / more,23.77,22.32,23.38,9.65,35.05,25.66,42.35,14.74,15.32,36.61,21.3,4.35,39.13,23.3,43.12,76.79,37.38,32.74,54.24,6.42,0.9,7.02,41.67,31.9,54.72,59.22,11.96,4.31,7.76,72.07,7.84,57.47,60.19,7.5,25.42,20.54,17.31,8.93,74.11,22.22,3.66,94.87,77.19,21.24,40.2,4.72,80.77,13.76,22.22,36.84,0
My household does not own this object,5.17,0.89,20.78,9.65,7.22,6.19,11.76,8.42,0.9,2.68,4.63,1.74,0.87,2.91,14.68,3.57,5.61,2.65,0.85,17.43,1.8,1.75,1.85,3.45,19.81,7.77,0,4.31,3.45,11.71,28.43,34.48,2.78,2.5,7.63,7.14,3.85,3.57,2.68,8.08,1.22,0,1.75,4.42,48.04,4.72,7.69,1.83,16.67,3.51,0
My household does not need this object,0.28,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,1.79,0.89,0,0,0,0,0,0,0.94,0,0,0,0,0
Prefer not to answer,0.11,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't know,0.01,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other (specify),0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7. Cooking set/items                                   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My household owns enough of this and does not need more,69.87,61.61,2.6,2.65,59.79,60.18,18.82,65.26,84.68,68.75,40.74,86.96,59.13,71.84,61.47,49.11,65.42,60.18,40.68,72.48,94.59,97.37,57.41,75,45.28,25.24,79.35,94.83,81.9,36.94,70.59,8.05,37.04,87.5,68.38,68.42,81.73,81.08,22.32,60.61,90.24,2.56,21.05,59.29,10.78,62.26,33.33,86.24,52.78,51.75,98.33
My household owns this but needs another / more,27.22,36.61,97.4,97.35,35.05,31.86,71.76,33.68,13.51,26.79,58.33,12.17,38.26,28.16,37.61,47.32,32.71,30.97,59.32,25.69,5.41,2.63,37.04,24.14,49.06,74.76,20.65,2.59,7.76,54.05,28.43,57.47,43.52,10,25.64,28.95,16.35,16.22,75.89,38.38,7.32,94.87,78.95,40.71,63.73,33.02,65.38,11.93,41.67,48.25,0
