"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"dependent.var244","5. Income from own business or commerce","strata.names",NA,"Al Jabal Al Gharbi_idp",1200,892.873549618145,-550,2950,NA,NA
"dependent.var254","5. Income from own business or commerce","strata.names",NA,"Ubari_non_displaced",1000,408.170765539723,200,1800,NA,NA
"dependent.var264","5. Income from own business or commerce","strata.names",NA,"Zwara_returnee",800,255.106728462327,300,1300,NA,NA
"dependent.var274","5. Income from own business or commerce","strata.names",NA,"Derna_returnee",350,497.458120501538,-625,1325,NA,NA
"dependent.var284","5. Income from own business or commerce","strata.names",NA,"Benghazi_idp",1500,6377.66821155818,-11000,14000,NA,NA
"dependent.var294","5. Income from own business or commerce","strata.names",NA,"Ubari_idp",350,153.064037077396,50.0000000000001,650,NA,NA
"dependent.var304","5. Income from own business or commerce","strata.names",NA,"Derna_idp",400,178.574709923629,50,750,NA,NA
"dependent.var317","5. Income from own business or commerce","strata.names",NA,"Murzuq_returnee",600,357.149419847258,-100,1300,NA,NA
"dependent.var324","5. Income from own business or commerce","strata.names",NA,"Wadi Ashshati_returnee",500,127.553364231163,250,750,NA,NA
"dependent.var334","5. Income from own business or commerce","strata.names",NA,"Derna_non_displaced",0,0,0,0,NA,NA
"dependent.var344","5. Income from own business or commerce","strata.names",NA,"Ghat_returnee",1000,0,1000,1000,NA,NA
"dependent.var354","5. Income from own business or commerce","strata.names",NA,"Ghat_idp",0,127.553364231163,-250,250,NA,NA
"dependent.var364","5. Income from own business or commerce","strata.names",NA,"Benghazi_returnee",3000,2423.51392039211,-1750,7750,NA,NA
"dependent.var374","5. Income from own business or commerce","strata.names",NA,"Aljfara_idp",1200,1530.64037077396,-1800,4200,NA,NA
"dependent.var384","5. Income from own business or commerce","strata.names",NA,"Wadi Ashshati_non_displaced",800,255.106728462327,300,1300,NA,NA
"dependent.var394","5. Income from own business or commerce","strata.names",NA,"Tripoli_non_displaced",2500,867.362876771912,800,4200,NA,NA
"dependent.var404","5. Income from own business or commerce","strata.names",NA,"Tripoli_idp",1500,1275.53364231164,-1000,4000,NA,NA
"dependent.var417","5. Income from own business or commerce","strata.names",NA,"Wadi Ashshati_idp",420,229.596055616094,-29.9999999999999,870,NA,NA
"dependent.var423","5. Income from own business or commerce","strata.names",NA,"Ubari_returnee",450,71.9400974263762,309,591,NA,NA
"dependent.var433","5. Income from own business or commerce","strata.names",NA,"Azzawya_idp",1200,510.213456924654,200,2200,NA,NA
"dependent.var443","5. Income from own business or commerce","strata.names",NA,"Ejdabia_returnee",400,0,400,400,NA,NA
"dependent.var85","6. Remittances","strata.names",NA,"Sebha_idp",0,255.106728462327,-500,500,NA,NA
"dependent.var118","6. Remittances","strata.names",NA,"Aljufra_idp",0,0,0,0,NA,NA
"dependent.var218","6. Remittances","strata.names",NA,"Aljufra_non_displaced",0,0,0,0,NA,NA
"dependent.var318","6. Remittances","strata.names",NA,"Tripoli_idp",0,0,0,0,NA,NA
"dependent.var418","6. Remittances","strata.names",NA,"Wadi Ashshati_non_displaced",0,0,0,0,NA,NA
"dependent.var514","6. Remittances","strata.names",NA,"Wadi Ashshati_idp",0,0,0,0,NA,NA
"dependent.var614","6. Remittances","strata.names",NA,"Aljfara_non_displaced",0,0,0,0,NA,NA
"dependent.var711","6. Remittances","strata.names",NA,"Sebha_non_displaced",0,612.256148309585,-1200,1200,NA,NA
"dependent.var86","6. Remittances","strata.names",NA,"Tripoli_non_displaced",0,0,0,0,NA,NA
"dependent.var95","6. Remittances","strata.names",NA,"Aljfara_idp",0,0,0,0,NA,NA
"dependent.var105","6. Remittances","strata.names",NA,"Ejdabia_non_displaced",0,0,0,0,NA,NA
"dependent.var119","6. Remittances","strata.names",NA,"Tripoli_returnee",0,0,0,0,NA,NA
"dependent.var125","6. Remittances","strata.names",NA,"Alkufra_idp",0,0,0,0,NA,NA
"dependent.var135","6. Remittances","strata.names",NA,"Sirt_non_displaced",0,0,0,0,NA,NA
"dependent.var145","6. Remittances","strata.names",NA,"Ghat_non_displaced",0,0,0,0,NA,NA
"dependent.var155","6. Remittances","strata.names",NA,"Derna_returnee",0,0,0,0,NA,NA
"dependent.var165","6. Remittances","strata.names",NA,"Al Jabal Al Gharbi_non_displaced",0,0,0,0,NA,NA
"dependent.var175","6. Remittances","strata.names",NA,"Azzawya_non_displaced",0,0,0,0,NA,NA
"dependent.var185","6. Remittances","strata.names",NA,"Zwara_non_displaced",0,0,0,0,NA,NA
"dependent.var195","6. Remittances","strata.names",NA,"Ejdabia_idp",0,0,0,0,NA,NA
"dependent.var205","6. Remittances","strata.names",NA,"Alkufra_non_displaced",0,0,0,0,NA,NA
"dependent.var219","6. Remittances","strata.names",NA,"Al Jabal Al Gharbi_idp",0,0,0,0,NA,NA
"dependent.var225","6. Remittances","strata.names",NA,"Sirt_returnee",0,0,0,0,NA,NA
"dependent.var235","6. Remittances","strata.names",NA,"Sirt_idp",0,0,0,0,NA,NA
"dependent.var245","6. Remittances","strata.names",NA,"Murzuq_non_displaced",0,0,0,0,NA,NA
"dependent.var255","6. Remittances","strata.names",NA,"Sebha_returnee",0,0,0,0,NA,NA
"dependent.var265","6. Remittances","strata.names",NA,"Misrata_non_displaced",0,0,0,0,NA,NA
"dependent.var275","6. Remittances","strata.names",NA,"Misrata_idp",0,0,0,0,NA,NA
"dependent.var285","6. Remittances","strata.names",NA,"Ghat_idp",0,0,0,0,NA,NA
"dependent.var295","6. Remittances","strata.names",NA,"Zwara_idp",0,0,0,0,NA,NA
"dependent.var305","6. Remittances","strata.names",NA,"Murzuq_idp",0,0,0,0,NA,NA
"dependent.var319","6. Remittances","strata.names",NA,"Al Jabal Al Gharbi_returnee",0,0,0,0,NA,NA
"dependent.var325","6. Remittances","strata.names",NA,"Alkufra_returnee",0,0,0,0,NA,NA
"dependent.var335","6. Remittances","strata.names",NA,"Benghazi_returnee",0,0,0,0,NA,NA
"dependent.var345","6. Remittances","strata.names",NA,"Benghazi_idp",0,0,0,0,NA,NA
"dependent.var355","6. Remittances","strata.names",NA,"Derna_non_displaced",0,0,0,0,NA,NA
"dependent.var365","6. Remittances","strata.names",NA,"Benghazi_non_displaced",0,0,0,0,NA,NA
"dependent.var375","6. Remittances","strata.names",NA,"Azzawya_idp",0,0,0,0,NA,NA
"dependent.var385","6. Remittances","strata.names",NA,"Aljfara_returnee",0,0,0,0,NA,NA
"dependent.var395","6. Remittances","strata.names",NA,"Derna_idp",0,0,0,0,NA,NA
"dependent.var405","6. Remittances","strata.names",NA,"Murzuq_returnee",0,0,0,0,NA,NA
"dependent.var419","6. Remittances","strata.names",NA,"Azzawya_returnee",0,0,0,0,NA,NA
"dependent.var424","6. Remittances","strata.names",NA,"Ubari_non_displaced",0,0,0,0,NA,NA
"dependent.var434","6. Remittances","strata.names",NA,"Ubari_idp",0,0,0,0,NA,NA
"dependent.var444","6. Remittances","strata.names",NA,"Zwara_returnee",0,0,0,0,NA,NA
"dependent.var453","6. Remittances","strata.names",NA,"Ghat_returnee",0,25.5106728462327,-50,50,NA,NA
"dependent.var463","6. Remittances","strata.names",NA,"Misrata_returnee",0,0,0,0,NA,NA
"dependent.var473","6. Remittances","strata.names",NA,"Wadi Ashshati_returnee",0,0,0,0,NA,NA
"dependent.var483","6. Remittances","strata.names",NA,"Ubari_returnee",0,0,0,0,NA,NA
"dependent.var493","6. Remittances","strata.names",NA,"Ejdabia_returnee",0,0,0,0,NA,NA
"dependent.var87","7. Support from family and friends (not including remittances)","strata.names",NA,"Sebha_idp",0,0,0,0,NA,NA
"dependent.var120","7. Support from family and friends (not including remittances)","strata.names",NA,"Aljufra_idp",0,0,0,0,NA,NA
"dependent.var220","7. Support from family and friends (not including remittances)","strata.names",NA,"Aljufra_non_displaced",0,0,0,0,NA,NA
"dependent.var320","7. Support from family and friends (not including remittances)","strata.names",NA,"Tripoli_idp",0,0,0,0,NA,NA
"dependent.var420","7. Support from family and friends (not including remittances)","strata.names",NA,"Wadi Ashshati_non_displaced",0,0,0,0,NA,NA
"dependent.var515","7. Support from family and friends (not including remittances)","strata.names",NA,"Wadi Ashshati_idp",0,0,0,0,NA,NA
"dependent.var615","7. Support from family and friends (not including remittances)","strata.names",NA,"Aljfara_non_displaced",0,0,0,0,NA,NA
"dependent.var712","7. Support from family and friends (not including remittances)","strata.names",NA,"Sebha_non_displaced",0,0,0,0,NA,NA
"dependent.var88","7. Support from family and friends (not including remittances)","strata.names",NA,"Tripoli_non_displaced",0,0,0,0,NA,NA
"dependent.var96","7. Support from family and friends (not including remittances)","strata.names",NA,"Aljfara_idp",0,0,0,0,NA,NA
"dependent.var106","7. Support from family and friends (not including remittances)","strata.names",NA,"Ejdabia_non_displaced",0,0,0,0,NA,NA
"dependent.var1110","7. Support from family and friends (not including remittances)","strata.names",NA,"Tripoli_returnee",0,0,0,0,NA,NA
"dependent.var126","7. Support from family and friends (not including remittances)","strata.names",NA,"Alkufra_idp",0,0,0,0,NA,NA
"dependent.var136","7. Support from family and friends (not including remittances)","strata.names",NA,"Sirt_non_displaced",0,0,0,0,NA,NA
"dependent.var146","7. Support from family and friends (not including remittances)","strata.names",NA,"Ghat_non_displaced",0,0,0,0,NA,NA
"dependent.var156","7. Support from family and friends (not including remittances)","strata.names",NA,"Derna_returnee",0,0,0,0,NA,NA
"dependent.var166","7. Support from family and friends (not including remittances)","strata.names",NA,"Al Jabal Al Gharbi_non_displaced",0,0,0,0,NA,NA
"dependent.var176","7. Support from family and friends (not including remittances)","strata.names",NA,"Azzawya_non_displaced",0,0,0,0,NA,NA
"dependent.var186","7. Support from family and friends (not including remittances)","strata.names",NA,"Zwara_non_displaced",0,0,0,0,NA,NA
"dependent.var196","7. Support from family and friends (not including remittances)","strata.names",NA,"Ejdabia_idp",0,0,0,0,NA,NA
"dependent.var206","7. Support from family and friends (not including remittances)","strata.names",NA,"Alkufra_non_displaced",0,0,0,0,NA,NA
"dependent.var2110","7. Support from family and friends (not including remittances)","strata.names",NA,"Al Jabal Al Gharbi_idp",0,0,0,0,NA,NA
"dependent.var226","7. Support from family and friends (not including remittances)","strata.names",NA,"Sirt_returnee",0,0,0,0,NA,NA
"dependent.var236","7. Support from family and friends (not including remittances)","strata.names",NA,"Sirt_idp",0,0,0,0,NA,NA
"dependent.var246","7. Support from family and friends (not including remittances)","strata.names",NA,"Murzuq_non_displaced",0,0,0,0,NA,NA
"dependent.var256","7. Support from family and friends (not including remittances)","strata.names",NA,"Sebha_returnee",0,0,0,0,NA,NA
"dependent.var266","7. Support from family and friends (not including remittances)","strata.names",NA,"Misrata_non_displaced",0,0,0,0,NA,NA
"dependent.var276","7. Support from family and friends (not including remittances)","strata.names",NA,"Misrata_idp",0,0,0,0,NA,NA
"dependent.var286","7. Support from family and friends (not including remittances)","strata.names",NA,"Ghat_idp",0,0,0,0,NA,NA
"dependent.var296","7. Support from family and friends (not including remittances)","strata.names",NA,"Zwara_idp",0,0,0,0,NA,NA
"dependent.var306","7. Support from family and friends (not including remittances)","strata.names",NA,"Murzuq_idp",0,0,0,0,NA,NA
"dependent.var3110","7. Support from family and friends (not including remittances)","strata.names",NA,"Al Jabal Al Gharbi_returnee",0,0,0,0,NA,NA
"dependent.var326","7. Support from family and friends (not including remittances)","strata.names",NA,"Alkufra_returnee",0,0,0,0,NA,NA
"dependent.var336","7. Support from family and friends (not including remittances)","strata.names",NA,"Benghazi_returnee",0,0,0,0,NA,NA
"dependent.var346","7. Support from family and friends (not including remittances)","strata.names",NA,"Benghazi_idp",0,0,0,0,NA,NA
"dependent.var356","7. Support from family and friends (not including remittances)","strata.names",NA,"Derna_non_displaced",0,0,0,0,NA,NA
"dependent.var366","7. Support from family and friends (not including remittances)","strata.names",NA,"Benghazi_non_displaced",0,0,0,0,NA,NA
"dependent.var376","7. Support from family and friends (not including remittances)","strata.names",NA,"Azzawya_idp",0,0,0,0,NA,NA
"dependent.var386","7. Support from family and friends (not including remittances)","strata.names",NA,"Aljfara_returnee",0,0,0,0,NA,NA
"dependent.var396","7. Support from family and friends (not including remittances)","strata.names",NA,"Derna_idp",0,0,0,0,NA,NA
"dependent.var406","7. Support from family and friends (not including remittances)","strata.names",NA,"Murzuq_returnee",0,0,0,0,NA,NA
"dependent.var4110","7. Support from family and friends (not including remittances)","strata.names",NA,"Azzawya_returnee",0,0,0,0,NA,NA
"dependent.var425","7. Support from family and friends (not including remittances)","strata.names",NA,"Ubari_non_displaced",0,0,0,0,NA,NA
"dependent.var435","7. Support from family and friends (not including remittances)","strata.names",NA,"Ubari_idp",0,0,0,0,NA,NA
"dependent.var445","7. Support from family and friends (not including remittances)","strata.names",NA,"Zwara_returnee",0,0,0,0,NA,NA
"dependent.var454","7. Support from family and friends (not including remittances)","strata.names",NA,"Ghat_returnee",0,0,0,0,NA,NA
"dependent.var464","7. Support from family and friends (not including remittances)","strata.names",NA,"Misrata_returnee",0,0,0,0,NA,NA
"dependent.var474","7. Support from family and friends (not including remittances)","strata.names",NA,"Wadi Ashshati_returnee",0,0,0,0,NA,NA
"dependent.var484","7. Support from family and friends (not including remittances)","strata.names",NA,"Ubari_returnee",0,0,0,0,NA,NA
"dependent.var494","7. Support from family and friends (not including remittances)","strata.names",NA,"Ejdabia_returnee",0,0,0,0,NA,NA
"dependent.var89","8. Humanitarian assistance","strata.names",NA,"Sebha_idp",0,0,0,0,NA,NA
"dependent.var127","8. Humanitarian assistance","strata.names",NA,"Aljufra_idp",0,0,0,0,NA,NA
"dependent.var227","8. Humanitarian assistance","strata.names",NA,"Aljufra_non_displaced",0,0,0,0,NA,NA
"dependent.var327","8. Humanitarian assistance","strata.names",NA,"Tripoli_idp",0,0,0,0,NA,NA
"dependent.var426","8. Humanitarian assistance","strata.names",NA,"Wadi Ashshati_non_displaced",0,0,0,0,NA,NA
"dependent.var516","8. Humanitarian assistance","strata.names",NA,"Wadi Ashshati_idp",0,0,0,0,NA,NA
"dependent.var616","8. Humanitarian assistance","strata.names",NA,"Aljfara_non_displaced",0,0,0,0,NA,NA
"dependent.var713","8. Humanitarian assistance","strata.names",NA,"Sebha_non_displaced",0,0,0,0,NA,NA
"dependent.var810","8. Humanitarian assistance","strata.names",NA,"Tripoli_non_displaced",0,0,0,0,NA,NA
"dependent.var97","8. Humanitarian assistance","strata.names",NA,"Aljfara_idp",0,0,0,0,NA,NA
"dependent.var107","8. Humanitarian assistance","strata.names",NA,"Ejdabia_non_displaced",0,0,0,0,NA,NA
"dependent.var1111","8. Humanitarian assistance","strata.names",NA,"Tripoli_returnee",0,0,0,0,NA,NA
"dependent.var128","8. Humanitarian assistance","strata.names",NA,"Alkufra_idp",0,0,0,0,NA,NA
"dependent.var137","8. Humanitarian assistance","strata.names",NA,"Sirt_non_displaced",0,0,0,0,NA,NA
"dependent.var147","8. Humanitarian assistance","strata.names",NA,"Ghat_non_displaced",0,0,0,0,NA,NA
"dependent.var157","8. Humanitarian assistance","strata.names",NA,"Derna_returnee",0,0,0,0,NA,NA
"dependent.var167","8. Humanitarian assistance","strata.names",NA,"Al Jabal Al Gharbi_non_displaced",0,0,0,0,NA,NA
"dependent.var177","8. Humanitarian assistance","strata.names",NA,"Azzawya_non_displaced",0,0,0,0,NA,NA
"dependent.var187","8. Humanitarian assistance","strata.names",NA,"Zwara_non_displaced",0,0,0,0,NA,NA
"dependent.var197","8. Humanitarian assistance","strata.names",NA,"Ejdabia_idp",0,0,0,0,NA,NA
"dependent.var207","8. Humanitarian assistance","strata.names",NA,"Alkufra_non_displaced",0,0,0,0,NA,NA
"dependent.var2111","8. Humanitarian assistance","strata.names",NA,"Al Jabal Al Gharbi_idp",0,0,0,0,NA,NA
"dependent.var228","8. Humanitarian assistance","strata.names",NA,"Sirt_returnee",0,0,0,0,NA,NA
"dependent.var237","8. Humanitarian assistance","strata.names",NA,"Sirt_idp",0,0,0,0,NA,NA
"dependent.var247","8. Humanitarian assistance","strata.names",NA,"Murzuq_non_displaced",0,0,0,0,NA,NA
"dependent.var257","8. Humanitarian assistance","strata.names",NA,"Sebha_returnee",0,0,0,0,NA,NA
"dependent.var267","8. Humanitarian assistance","strata.names",NA,"Misrata_non_displaced",0,0,0,0,NA,NA
"dependent.var277","8. Humanitarian assistance","strata.names",NA,"Misrata_idp",0,0,0,0,NA,NA
"dependent.var287","8. Humanitarian assistance","strata.names",NA,"Ghat_idp",0,0,0,0,NA,NA
"dependent.var297","8. Humanitarian assistance","strata.names",NA,"Zwara_idp",0,0,0,0,NA,NA
"dependent.var307","8. Humanitarian assistance","strata.names",NA,"Murzuq_idp",0,0,0,0,NA,NA
"dependent.var3111","8. Humanitarian assistance","strata.names",NA,"Al Jabal Al Gharbi_returnee",0,0,0,0,NA,NA
"dependent.var328","8. Humanitarian assistance","strata.names",NA,"Alkufra_returnee",0,0,0,0,NA,NA
"dependent.var337","8. Humanitarian assistance","strata.names",NA,"Benghazi_returnee",0,0,0,0,NA,NA
"dependent.var347","8. Humanitarian assistance","strata.names",NA,"Benghazi_idp",0,0,0,0,NA,NA
"dependent.var357","8. Humanitarian assistance","strata.names",NA,"Derna_non_displaced",0,0,0,0,NA,NA
"dependent.var367","8. Humanitarian assistance","strata.names",NA,"Benghazi_non_displaced",0,0,0,0,NA,NA
"dependent.var377","8. Humanitarian assistance","strata.names",NA,"Azzawya_idp",0,0,0,0,NA,NA
"dependent.var387","8. Humanitarian assistance","strata.names",NA,"Aljfara_returnee",0,0,0,0,NA,NA
"dependent.var397","8. Humanitarian assistance","strata.names",NA,"Derna_idp",0,0,0,0,NA,NA
"dependent.var407","8. Humanitarian assistance","strata.names",NA,"Murzuq_returnee",0,0,0,0,NA,NA
"dependent.var4111","8. Humanitarian assistance","strata.names",NA,"Azzawya_returnee",0,0,0,0,NA,NA
"dependent.var427","8. Humanitarian assistance","strata.names",NA,"Ubari_non_displaced",0,0,0,0,NA,NA
"dependent.var436","8. Humanitarian assistance","strata.names",NA,"Ubari_idp",0,0,0,0,NA,NA
"dependent.var446","8. Humanitarian assistance","strata.names",NA,"Zwara_returnee",0,0,0,0,NA,NA
"dependent.var455","8. Humanitarian assistance","strata.names",NA,"Ghat_returnee",0,0,0,0,NA,NA
"dependent.var465","8. Humanitarian assistance","strata.names",NA,"Misrata_returnee",0,0,0,0,NA,NA
"dependent.var475","8. Humanitarian assistance","strata.names",NA,"Wadi Ashshati_returnee",0,0,0,0,NA,NA
"dependent.var485","8. Humanitarian assistance","strata.names",NA,"Ejdabia_returnee",0,0,0,0,NA,NA
"dependent.var495","8. Humanitarian assistance","strata.names",NA,"Ubari_returnee",0,0,0,0,NA,NA
"dependent.var90","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Sebha_idp",0,0,0,0,NA,NA
"dependent.var129","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Aljufra_idp",0,0,0,0,NA,NA
"dependent.var229","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Aljufra_non_displaced",0,0,0,0,NA,NA
"dependent.var329","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Wadi Ashshati_non_displaced",0,0,0,0,NA,NA
"dependent.var428","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Wadi Ashshati_idp",0,0,0,0,NA,NA
"dependent.var517","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Aljfara_non_displaced",0,0,0,0,NA,NA
"dependent.var617","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Sebha_non_displaced",0,0,0,0,NA,NA
"dependent.var714","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Tripoli_non_displaced",0,0,0,0,NA,NA
"dependent.var811","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Aljfara_idp",0,0,0,0,NA,NA
"dependent.var98","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Ejdabia_non_displaced",0,0,0,0,NA,NA
"dependent.var108","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Tripoli_idp",0,0,0,0,NA,NA
"dependent.var1112","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Tripoli_returnee",0,0,0,0,NA,NA
"dependent.var1210","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Alkufra_idp",0,0,0,0,NA,NA
"dependent.var138","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Sirt_non_displaced",0,0,0,0,NA,NA
"dependent.var148","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Ghat_non_displaced",0,0,0,0,NA,NA
"dependent.var158","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Derna_returnee",0,0,0,0,NA,NA
"dependent.var168","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Al Jabal Al Gharbi_non_displaced",0,0,0,0,NA,NA
"dependent.var178","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Azzawya_non_displaced",0,0,0,0,NA,NA
"dependent.var188","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Zwara_non_displaced",0,0,0,0,NA,NA
"dependent.var198","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Ejdabia_idp",0,0,0,0,NA,NA
"dependent.var208","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Alkufra_non_displaced",0,0,0,0,NA,NA
"dependent.var2112","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Al Jabal Al Gharbi_idp",0,0,0,0,NA,NA
"dependent.var2210","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Sirt_returnee",0,0,0,0,NA,NA
"dependent.var238","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Sirt_idp",0,0,0,0,NA,NA
"dependent.var248","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Murzuq_non_displaced",0,0,0,0,NA,NA
"dependent.var258","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Sebha_returnee",0,0,0,0,NA,NA
"dependent.var268","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Misrata_non_displaced",0,0,0,0,NA,NA
"dependent.var278","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Misrata_idp",0,0,0,0,NA,NA
"dependent.var288","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Ghat_idp",0,0,0,0,NA,NA
"dependent.var298","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Zwara_idp",0,0,0,0,NA,NA
"dependent.var308","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Murzuq_idp",0,0,0,0,NA,NA
"dependent.var3112","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Al Jabal Al Gharbi_returnee",0,0,0,0,NA,NA
"dependent.var3210","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Alkufra_returnee",0,0,0,0,NA,NA
"dependent.var338","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Benghazi_returnee",0,0,0,0,NA,NA
"dependent.var348","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Benghazi_idp",0,0,0,0,NA,NA
"dependent.var358","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Derna_non_displaced",0,0,0,0,NA,NA
"dependent.var368","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Benghazi_non_displaced",0,0,0,0,NA,NA
"dependent.var378","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Azzawya_idp",0,0,0,0,NA,NA
"dependent.var388","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Aljfara_returnee",0,0,0,0,NA,NA
"dependent.var398","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Derna_idp",0,0,0,0,NA,NA
"dependent.var408","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Murzuq_returnee",0,0,0,0,NA,NA
"dependent.var4112","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Azzawya_returnee",0,0,0,0,NA,NA
"dependent.var429","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Ubari_non_displaced",0,0,0,0,NA,NA
"dependent.var437","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Ubari_idp",0,0,0,0,NA,NA
"dependent.var447","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Zwara_returnee",0,0,0,0,NA,NA
"dependent.var456","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Ghat_returnee",0,0,0,0,NA,NA
"dependent.var466","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Misrata_returnee",0,0,0,0,NA,NA
"dependent.var476","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Wadi Ashshati_returnee",0,0,0,0,NA,NA
"dependent.var486","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Ubari_returnee",0,0,0,0,NA,NA
"dependent.var496","9. Zakat or charitable donations (not formal humanitarian assistance)","strata.names",NA,"Ejdabia_returnee",0,0,0,0,NA,NA
"dependent.var99","10. Other (specify)","strata.names",NA,"Sebha_idp",0,0,0,0,NA,NA
"dependent.var130","10. Other (specify)","strata.names",NA,"Aljufra_idp",0,0,0,0,NA,NA
"dependent.var230","10. Other (specify)","strata.names",NA,"Aljufra_non_displaced",0,0,0,0,NA,NA
"dependent.var330","10. Other (specify)","strata.names",NA,"Tripoli_idp",0,0,0,0,NA,NA
"dependent.var430","10. Other (specify)","strata.names",NA,"Wadi Ashshati_non_displaced",0,0,0,0,NA,NA
"dependent.var518","10. Other (specify)","strata.names",NA,"Wadi Ashshati_idp",0,0,0,0,NA,NA
"dependent.var618","10. Other (specify)","strata.names",NA,"Aljfara_non_displaced",0,0,0,0,NA,NA
"dependent.var715","10. Other (specify)","strata.names",NA,"Sebha_non_displaced",0,0,0,0,NA,NA
"dependent.var812","10. Other (specify)","strata.names",NA,"Tripoli_non_displaced",0,0,0,0,NA,NA
"dependent.var910","10. Other (specify)","strata.names",NA,"Aljfara_idp",0,0,0,0,NA,NA
"dependent.var109","10. Other (specify)","strata.names",NA,"Ejdabia_non_displaced",0,0,0,0,NA,NA
"dependent.var1113","10. Other (specify)","strata.names",NA,"Tripoli_returnee",0,0,0,0,NA,NA
"dependent.var1211","10. Other (specify)","strata.names",NA,"Alkufra_idp",0,0,0,0,NA,NA
"dependent.var139","10. Other (specify)","strata.names",NA,"Sirt_non_displaced",0,0,0,0,NA,NA
"dependent.var149","10. Other (specify)","strata.names",NA,"Ghat_non_displaced",0,0,0,0,NA,NA
"dependent.var159","10. Other (specify)","strata.names",NA,"Derna_returnee",0,0,0,0,NA,NA
"dependent.var169","10. Other (specify)","strata.names",NA,"Al Jabal Al Gharbi_non_displaced",0,0,0,0,NA,NA
"dependent.var179","10. Other (specify)","strata.names",NA,"Azzawya_non_displaced",0,0,0,0,NA,NA
"dependent.var189","10. Other (specify)","strata.names",NA,"Zwara_non_displaced",0,0,0,0,NA,NA
"dependent.var199","10. Other (specify)","strata.names",NA,"Ejdabia_idp",0,0,0,0,NA,NA
"dependent.var209","10. Other (specify)","strata.names",NA,"Alkufra_non_displaced",0,0,0,0,NA,NA
"dependent.var2113","10. Other (specify)","strata.names",NA,"Al Jabal Al Gharbi_idp",0,0,0,0,NA,NA
"dependent.var2211","10. Other (specify)","strata.names",NA,"Sirt_returnee",0,0,0,0,NA,NA
