"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value","test.name"
"294.dependent.var2","Infants 0-5years: (female)","Displacement_status",NA,"returnee",0.142857142857143,NA,-0.137137712077151,0.422851997791436,"mantika_label","Wadi Ashshati",0.460164653634634,"two sample ttest on difference in means (two sided)"
"295.dependent.var","Infants 0-5years: (female)","Displacement_status",NA,"non_displaced",0.0882352941176471,NA,-0.0085375886218623,0.185008176857156,"mantika_label","Aljfara",0.0753716034480198,"two sample ttest on difference in means (two sided)"
"295.dependent.var1","Infants 0-5years: (female)","Displacement_status",NA,"idp",0,NA,0,0,"mantika_label","Aljfara",0.0753716034480198,"two sample ttest on difference in means (two sided)"
"295.dependent.var2","Infants 0-5years: (female)","Displacement_status",NA,"returnee",0.0588235294117647,NA,-0.0564684696788267,0.174115528502356,"mantika_label","Aljfara",0.0753716034480198,"two sample ttest on difference in means (two sided)"
"296.dependent.var","Infants 0-5years: (female)","Displacement_status",NA,"non_displaced",0.288888888888889,NA,0.16406455349625,0.413713224281527,"mantika_label","Ejdabia",0.622762652190322,"two sample ttest on difference in means (two sided)"
"296.dependent.var1","Infants 0-5years: (female)","Displacement_status",NA,"idp",0.333333333333333,NA,0.207485004875256,0.459181661791411,"mantika_label","Ejdabia",0.622762652190322,"two sample ttest on difference in means (two sided)"
"297.dependent.var","Infants 0-5years: (female)","Displacement_status",NA,"idp",0.418604651162791,NA,0.275572753190688,0.561636549134893,"mantika_label","Alkufra",0.0123614135409716,"two sample ttest on difference in means (two sided)"
"297.dependent.var1","Infants 0-5years: (female)","Displacement_status",NA,"non_displaced",0.184615384615385,NA,0.0717920966066896,0.29743867262408,"mantika_label","Alkufra",0.0123614135409716,"two sample ttest on difference in means (two sided)"
"297.dependent.var2","Infants 0-5years: (female)","Displacement_status",NA,"returnee",0.34375,NA,0.0855281042428543,0.601971895757146,"mantika_label","Alkufra",0.0123614135409716,"two sample ttest on difference in means (two sided)"
"298.dependent.var","Infants 0-5years: (female)","Displacement_status",NA,"non_displaced",0.137931034482759,NA,0.0484125615101575,0.22744950745536,"mantika_label","Sirt",0.553701441416936,"two sample ttest on difference in means (two sided)"
"298.dependent.var1","Infants 0-5years: (female)","Displacement_status",NA,"returnee",0.317647058823529,NA,0.207809475105991,0.427484642541068,"mantika_label","Sirt",0.553701441416936,"two sample ttest on difference in means (two sided)"
"298.dependent.var2","Infants 0-5years: (female)","Displacement_status",NA,"idp",0.18,NA,0.0724294894808239,0.287570510519176,"mantika_label","Sirt",0.553701441416936,"two sample ttest on difference in means (two sided)"
"299.dependent.var","Infants 0-5years: (female)","Displacement_status",NA,"non_displaced",0.258992805755396,NA,0.162310017157106,0.355675594353685,"mantika_label","Ghat",0.168144167602678,"two sample ttest on difference in means (two sided)"
"299.dependent.var1","Infants 0-5years: (female)","Displacement_status",NA,"returnee",0.25,NA,0.0528404079604182,0.447159592039582,"mantika_label","Ghat",0.168144167602678,"two sample ttest on difference in means (two sided)"
"299.dependent.var2","Infants 0-5years: (female)","Displacement_status",NA,"idp",0.153846153846154,NA,0.0391300784277513,0.268562229264556,"mantika_label","Ghat",0.168144167602678,"two sample ttest on difference in means (two sided)"
"300.dependent.var","Infants 0-5years: (female)","Displacement_status",NA,"non_displaced",0.378947368421053,NA,0.25049274417384,0.507401992668265,"mantika_label","Al Jabal Al Gharbi",0.249706306120043,"two sample ttest on difference in means (two sided)"
"300.dependent.var1","Infants 0-5years: (female)","Displacement_status",NA,"idp",0.506666666666667,NA,0.330679117269155,0.682654216064178,"mantika_label","Al Jabal Al Gharbi",0.249706306120043,"two sample ttest on difference in means (two sided)"
"300.dependent.var2","Infants 0-5years: (female)","Displacement_status",NA,"returnee",0.54320987654321,NA,0.38523236514871,0.70118738793771,"mantika_label","Al Jabal Al Gharbi",0.249706306120043,"two sample ttest on difference in means (two sided)"
"301.dependent.var","Infants 0-5years: (female)","Displacement_status",NA,"returnee",0.376470588235294,NA,0.237390102996478,0.515551073474111,"mantika_label","Derna",0.037704285424736,"two sample ttest on difference in means (two sided)"
"301.dependent.var1","Infants 0-5years: (female)","Displacement_status",NA,"non_displaced",0.16,NA,0.0573521906452337,0.262647809354766,"mantika_label","Derna",0.037704285424736,"two sample ttest on difference in means (two sided)"
"301.dependent.var2","Infants 0-5years: (female)","Displacement_status",NA,"idp",0.032258064516129,NA,-0.0309665801464534,0.0954827091787114,"mantika_label","Derna",0.037704285424736,"two sample ttest on difference in means (two sided)"
"302.dependent.var","Infants 0-5years: (female)","Displacement_status",NA,"non_displaced",0.236363636363636,NA,0.156606698076485,0.316120574650788,"mantika_label","Zwara",0.625112118909318,"two sample ttest on difference in means (two sided)"
"302.dependent.var1","Infants 0-5years: (female)","Displacement_status",NA,"idp",0.269230769230769,NA,0.163899571154024,0.374561967307515,"mantika_label","Zwara",0.625112118909318,"two sample ttest on difference in means (two sided)"
"302.dependent.var2","Infants 0-5years: (female)","Displacement_status",NA,"returnee",0.189189189189189,NA,0.0612496553651687,0.31712872301321,"mantika_label","Zwara",0.625112118909318,"two sample ttest on difference in means (two sided)"
"303.dependent.var","Infants 0-5years: (female)","Displacement_status",NA,"non_displaced",0.265957446808511,NA,0.171391179255092,0.36052371436193,"mantika_label","Murzuq",0.260807513114254,"two sample ttest on difference in means (two sided)"
"303.dependent.var1","Infants 0-5years: (female)","Displacement_status",NA,"idp",0.185185185185185,NA,0.0806066066083848,0.289763763761986,"mantika_label","Murzuq",0.260807513114254,"two sample ttest on difference in means (two sided)"
"303.dependent.var2","Infants 0-5years: (female)","Displacement_status",NA,"returnee",0.233333333333333,NA,0.0793971284383775,0.387269538228289,"mantika_label","Murzuq",0.260807513114254,"two sample ttest on difference in means (two sided)"
"304.dependent.var","Infants 0-5years: (female)","Displacement_status",NA,"non_displaced",0.28,NA,0.111294922986118,0.448705077013882,"mantika_label","Misrata",0.79453669119245,"two sample ttest on difference in means (two sided)"
"304.dependent.var1","Infants 0-5years: (female)","Displacement_status",NA,"idp",0.25,NA,0.0989566496831562,0.401043350316844,"mantika_label","Misrata",0.79453669119245,"two sample ttest on difference in means (two sided)"
"304.dependent.var2","Infants 0-5years: (female)","Displacement_status",NA,"returnee",0.0416666666666667,NA,-0.0399984993558356,0.123331832689169,"mantika_label","Misrata",0.79453669119245,"two sample ttest on difference in means (two sided)"
"305.dependent.var","Infants 0-5years: (female)","Displacement_status",NA,"non_displaced",0.114754098360656,NA,0.0016107313729699,0.227897465348342,"mantika_label","Benghazi",0.856810054440433,"two sample ttest on difference in means (two sided)"
"305.dependent.var1","Infants 0-5years: (female)","Displacement_status",NA,"returnee",0.0625,NA,-0.0338807135267351,0.158880713526735,"mantika_label","Benghazi",0.856810054440433,"two sample ttest on difference in means (two sided)"
"305.dependent.var2","Infants 0-5years: (female)","Displacement_status",NA,"idp",0.12962962962963,NA,0.0132399031622807,0.246019356096979,"mantika_label","Benghazi",0.856810054440433,"two sample ttest on difference in means (two sided)"
"306.dependent.var","Infants 0-5years: (female)","Displacement_status",NA,"non_displaced",0.491228070175439,NA,0.327607143260281,0.654848997090597,"mantika_label","Ubari",0.822652285711474,"two sample ttest on difference in means (two sided)"
"306.dependent.var1","Infants 0-5years: (female)","Displacement_status",NA,"idp",0.529411764705882,NA,0.232660819492948,0.826162709918817,"mantika_label","Ubari",0.822652285711474,"two sample ttest on difference in means (two sided)"
"307","Children 6-14 years: (female)","na","NA","NA",0.487472513226605,NA,0.318013153411857,0.656931873041354,"mantika_label","Sebha",NA,"no hypothesis test on case 'Direct reporting'"
"308","Children 6-14 years: (female)","na","NA","NA",0.536918396566928,NA,0.403078970276763,0.670757822857094,"mantika_label","Aljufra",NA,"no hypothesis test on case 'Direct reporting'"
"309","Children 6-14 years: (female)","na","NA","NA",0.449425796281133,NA,0.149271171952278,0.749580420609988,"mantika_label","Tripoli",NA,"no hypothesis test on case 'Direct reporting'"
"310","Children 6-14 years: (female)","na","NA","NA",0.442458281934218,NA,0.293298323135917,0.591618240732519,"mantika_label","Azzawya",NA,"no hypothesis test on case 'Direct reporting'"
"311","Children 6-14 years: (female)","na","NA","NA",0.308852519982207,NA,0.0542613729883133,0.563443666976101,"mantika_label","Wadi Ashshati",NA,"no hypothesis test on case 'Direct reporting'"
"312","Children 6-14 years: (female)","na","NA","NA",0.259039019763763,NA,0.0489255116295469,0.46915252789798,"mantika_label","Aljfara",NA,"no hypothesis test on case 'Direct reporting'"
"313","Children 6-14 years: (female)","na","NA","NA",0.601229157053466,NA,0.422516459807737,0.779941854299194,"mantika_label","Ejdabia",NA,"no hypothesis test on case 'Direct reporting'"
"314","Children 6-14 years: (female)","na","NA","NA",0.429663628913907,NA,0.312610807480085,0.54671645034773,"mantika_label","Alkufra",NA,"no hypothesis test on case 'Direct reporting'"
"315","Children 6-14 years: (female)","na","NA","NA",0.784562093780124,NA,0.659306250738344,0.909817936821903,"mantika_label","Sirt",NA,"no hypothesis test on case 'Direct reporting'"
"316","Children 6-14 years: (female)","na","NA","NA",0.311616345859298,NA,0.222187712539271,0.401044979179324,"mantika_label","Ghat",NA,"no hypothesis test on case 'Direct reporting'"
"317","Children 6-14 years: (female)","na","NA","NA",0.329973238868581,NA,0.218511262066346,0.441435215670815,"mantika_label","Al Jabal Al Gharbi",NA,"no hypothesis test on case 'Direct reporting'"
"318","Children 6-14 years: (female)","na","NA","NA",0.393442194185908,NA,0.277412247754685,0.509472140617131,"mantika_label","Derna",NA,"no hypothesis test on case 'Direct reporting'"
"319","Children 6-14 years: (female)","na","NA","NA",0.451266521087945,NA,0.35297726162976,0.54955578054613,"mantika_label","Zwara",NA,"no hypothesis test on case 'Direct reporting'"
"320","Children 6-14 years: (female)","na","NA","NA",0.640462116406855,NA,0.48274402666115,0.79818020615256,"mantika_label","Murzuq",NA,"no hypothesis test on case 'Direct reporting'"
"321","Children 6-14 years: (female)","na","NA","NA",0.203027093229915,NA,0.0823120562380657,0.323742130221764,"mantika_label","Misrata",NA,"no hypothesis test on case 'Direct reporting'"
"322","Children 6-14 years: (female)","na","NA","NA",0.41522655386428,NA,0.263525219625722,0.566927888102837,"mantika_label","Benghazi",NA,"no hypothesis test on case 'Direct reporting'"
"323","Children 6-14 years: (female)","na","NA","NA",0.381923571667769,NA,0.22780383136276,0.536043311972778,"mantika_label","Ubari",NA,"no hypothesis test on case 'Direct reporting'"
"324.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.666666666666667,NA,0.419734415155418,0.913598918177916,"mantika_label","Sebha",0.193639331519701,"two sample ttest on difference in means (two sided)"
"324.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.456521739130435,NA,0.257178221447373,0.655865256813496,"mantika_label","Sebha",0.193639331519701,"two sample ttest on difference in means (two sided)"
"324.dependent.var2","Children 6-14 years: (female)","Displacement_status",NA,"returnee",0.291666666666667,NA,0.105909143366923,0.47742418996641,"mantika_label","Sebha",0.193639331519701,"two sample ttest on difference in means (two sided)"
"325.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.723076923076923,NA,0.571090421680619,0.875063424473227,"mantika_label","Aljufra",0.0676589119395414,"two sample ttest on difference in means (two sided)"
"325.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.530864197530864,NA,0.392760507002269,0.668967888059459,"mantika_label","Aljufra",0.0676589119395414,"two sample ttest on difference in means (two sided)"
"326.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.238095238095238,NA,0.0514320014723759,0.4247584747181,"mantika_label","Tripoli",0.239416654628871,"two sample ttest on difference in means (two sided)"
"326.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.464285714285714,NA,0.137902941070411,0.790668487501018,"mantika_label","Tripoli",0.239416654628871,"two sample ttest on difference in means (two sided)"
"326.dependent.var2","Children 6-14 years: (female)","Displacement_status",NA,"returnee",0.333333333333333,NA,-0.319987994846684,0.986654661513351,"mantika_label","Tripoli",0.239416654628871,"two sample ttest on difference in means (two sided)"
"327.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.484210526315789,NA,0.347061160095455,0.621359892536124,"mantika_label","Azzawya",0.679954680681654,"two sample ttest on difference in means (two sided)"
"327.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.440860215053763,NA,0.286710745901265,0.595009684206262,"mantika_label","Azzawya",0.679954680681654,"two sample ttest on difference in means (two sided)"
"327.dependent.var2","Children 6-14 years: (female)","Displacement_status",NA,"returnee",0.628571428571429,NA,0.386374212989644,0.870768644153213,"mantika_label","Azzawya",0.679954680681654,"two sample ttest on difference in means (two sided)"
"328.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.307692307692308,NA,0.0465571382901143,0.568827477094501,"mantika_label","Wadi Ashshati",0.778129052986615,"two sample ttest on difference in means (two sided)"
"328.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.363636363636364,NA,0.0654866328525248,0.661786094420203,"mantika_label","Wadi Ashshati",0.778129052986615,"two sample ttest on difference in means (two sided)"
"328.dependent.var2","Children 6-14 years: (female)","Displacement_status",NA,"returnee",0.285714285714286,NA,-0.0757575176804742,0.647186089109046,"mantika_label","Wadi Ashshati",0.778129052986615,"two sample ttest on difference in means (two sided)"
"329.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.264705882352941,NA,0.0409933064749154,0.488418458230967,"mantika_label","Aljfara",0.561219884325811,"two sample ttest on difference in means (two sided)"
"329.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.172413793103448,NA,-0.0465865234831442,0.391414109690041,"mantika_label","Aljfara",0.561219884325811,"two sample ttest on difference in means (two sided)"
"329.dependent.var2","Children 6-14 years: (female)","Displacement_status",NA,"returnee",0.176470588235294,NA,-0.0748024982820414,0.42774367475263,"mantika_label","Aljfara",0.561219884325811,"two sample ttest on difference in means (two sided)"
"330.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.6,NA,0.407086467499153,0.792913532500847,"mantika_label","Ejdabia",0.901947214502758,"two sample ttest on difference in means (two sided)"
"330.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.616161616161616,NA,0.445668315761732,0.7866549165615,"mantika_label","Ejdabia",0.901947214502758,"two sample ttest on difference in means (two sided)"
"331.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.313953488372093,NA,0.191523177844431,0.436383798899755,"mantika_label","Alkufra",0.156974155872913,"two sample ttest on difference in means (two sided)"
"331.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.446153846153846,NA,0.31004588041898,0.582261811888712,"mantika_label","Alkufra",0.156974155872913,"two sample ttest on difference in means (two sided)"
"331.dependent.var2","Children 6-14 years: (female)","Displacement_status",NA,"returnee",0.4375,NA,0.241948655125534,0.633051344874465,"mantika_label","Alkufra",0.156974155872913,"two sample ttest on difference in means (two sided)"
"332.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.879310344827586,NA,0.692122530060888,1.06649815959428,"mantika_label","Sirt",0.00349549833192246,"two sample ttest on difference in means (two sided)"
"332.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"returnee",0.705882352941176,NA,0.520832751168867,0.890931954713486,"mantika_label","Sirt",0.00349549833192246,"two sample ttest on difference in means (two sided)"
"332.dependent.var2","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.5,NA,0.329685778772939,0.670314221227061,"mantika_label","Sirt",0.00349549833192246,"two sample ttest on difference in means (two sided)"
"333.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.37410071942446,NA,0.256936602974231,0.49126483587469,"mantika_label","Ghat",0.0777242608112857,"two sample ttest on difference in means (two sided)"
"333.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"returnee",0.0555555555555556,NA,-0.0203312068026907,0.131442317913802,"mantika_label","Ghat",0.0777242608112857,"two sample ttest on difference in means (two sided)"
"333.dependent.var2","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.205128205128205,NA,0.0579306876033577,0.352325722653053,"mantika_label","Ghat",0.0777242608112857,"two sample ttest on difference in means (two sided)"
"334.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.326315789473684,NA,0.207379038241294,0.445252540706074,"mantika_label","Al Jabal Al Gharbi",0.344295175580997,"two sample ttest on difference in means (two sided)"
"334.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.426666666666667,NA,0.255463728137505,0.597869605195828,"mantika_label","Al Jabal Al Gharbi",0.344295175580997,"two sample ttest on difference in means (two sided)"
"334.dependent.var2","Children 6-14 years: (female)","Displacement_status",NA,"returnee",0.345679012345679,NA,0.235921818713562,0.455436205977796,"mantika_label","Al Jabal Al Gharbi",0.344295175580997,"two sample ttest on difference in means (two sided)"
"335.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"returnee",0.258823529411765,NA,0.144468655107102,0.373178403716428,"mantika_label","Derna",0.603928912106873,"two sample ttest on difference in means (two sided)"
"335.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.42,NA,0.281806157383315,0.558193842616685,"mantika_label","Derna",0.603928912106873,"two sample ttest on difference in means (two sided)"
"335.dependent.var2","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.483870967741935,NA,0.283271747138734,0.684470188345137,"mantika_label","Derna",0.603928912106873,"two sample ttest on difference in means (two sided)"
"336.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.454545454545455,NA,0.351297204486931,0.557793704603978,"mantika_label","Zwara",0.584427164151571,"two sample ttest on difference in means (two sided)"
"336.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.41025641025641,NA,0.289306499914365,0.531206320598455,"mantika_label","Zwara",0.584427164151571,"two sample ttest on difference in means (two sided)"
"336.dependent.var2","Children 6-14 years: (female)","Displacement_status",NA,"returnee",0.378378378378378,NA,0.186977447543942,0.569779309212814,"mantika_label","Zwara",0.584427164151571,"two sample ttest on difference in means (two sided)"
"337.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.638297872340426,NA,0.451153122684046,0.825442621996805,"mantika_label","Murzuq",0.951107371476526,"two sample ttest on difference in means (two sided)"
"337.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.648148148148148,NA,0.393492427952641,0.902803868343656,"mantika_label","Murzuq",0.951107371476526,"two sample ttest on difference in means (two sided)"
"337.dependent.var2","Children 6-14 years: (female)","Displacement_status",NA,"returnee",0.666666666666667,NA,0.379574164213042,0.953759169120292,"mantika_label","Murzuq",0.951107371476526,"two sample ttest on difference in means (two sided)"
"338.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.213333333333333,NA,0.0828811277759006,0.343785538890766,"mantika_label","Misrata",0.0498877673331979,"two sample ttest on difference in means (two sided)"
"338.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.0576923076923077,NA,-0.0259250654697133,0.141309680854329,"mantika_label","Misrata",0.0498877673331979,"two sample ttest on difference in means (two sided)"
"338.dependent.var2","Children 6-14 years: (female)","Displacement_status",NA,"returnee",0.166666666666667,NA,0.014360346703213,0.31897298663012,"mantika_label","Misrata",0.0498877673331979,"two sample ttest on difference in means (two sided)"
"339.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.459016393442623,NA,0.26155937108787,0.656473415797376,"mantika_label","Benghazi",0.345107141057703,"two sample ttest on difference in means (two sided)"
"339.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"returnee",0.28125,NA,0.115207855632046,0.447292144367954,"mantika_label","Benghazi",0.345107141057703,"two sample ttest on difference in means (two sided)"
"339.dependent.var2","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.333333333333333,NA,0.161493193778313,0.505173472888354,"mantika_label","Benghazi",0.345107141057703,"two sample ttest on difference in means (two sided)"
"340.dependent.var","Children 6-14 years: (female)","Displacement_status",NA,"non_displaced",0.368421052631579,NA,0.208454004166017,0.528388101097141,"mantika_label","Ubari",0.0674859214602928,"two sample ttest on difference in means (two sided)"
"340.dependent.var1","Children 6-14 years: (female)","Displacement_status",NA,"idp",0.705882352941176,NA,0.379787335447135,1.03197737043522,"mantika_label","Ubari",0.0674859214602928,"two sample ttest on difference in means (two sided)"
"341","Youth 15-17 years: (female)","na","NA","NA",0.289632291382403,NA,0.180379733217799,0.398884849547007,"mantika_label","Sebha",NA,"no hypothesis test on case 'Direct reporting'"
"342","Youth 15-17 years: (female)","na","NA","NA",0.275649047509134,NA,0.170015667148922,0.381282427869346,"mantika_label","Aljufra",NA,"no hypothesis test on case 'Direct reporting'"
"343","Youth 15-17 years: (female)","na","NA","NA",0.332147845334689,NA,0.142711290923186,0.521584399746192,"mantika_label","Tripoli",NA,"no hypothesis test on case 'Direct reporting'"
"344","Youth 15-17 years: (female)","na","NA","NA",0.16402779050539,NA,0.0710026572979058,0.257052923712874,"mantika_label","Azzawya",NA,"no hypothesis test on case 'Direct reporting'"
"345","Youth 15-17 years: (female)","na","NA","NA",0.228824037995282,NA,-0.00354168010043027,0.461189756090995,"mantika_label","Wadi Ashshati",NA,"no hypothesis test on case 'Direct reporting'"
"346","Youth 15-17 years: (female)","na","NA","NA",0.12126959617963,NA,-0.00796524984982679,0.250504442209087,"mantika_label","Aljfara",NA,"no hypothesis test on case 'Direct reporting'"
"347","Youth 15-17 years: (female)","na","NA","NA",0.254067806868642,NA,0.129894840344214,0.378240773393071,"mantika_label","Ejdabia",NA,"no hypothesis test on case 'Direct reporting'"
"348","Youth 15-17 years: (female)","na","NA","NA",0.385923617880518,NA,0.270182980626954,0.501664255134083,"mantika_label","Alkufra",NA,"no hypothesis test on case 'Direct reporting'"
"349","Youth 15-17 years: (female)","na","NA","NA",0.29339124998807,NA,0.2109990756645,0.37578342431164,"mantika_label","Sirt",NA,"no hypothesis test on case 'Direct reporting'"
"350","Youth 15-17 years: (female)","na","NA","NA",0.139709794561945,NA,0.0570862542432513,0.22233333488064,"mantika_label","Ghat",NA,"no hypothesis test on case 'Direct reporting'"
"351","Youth 15-17 years: (female)","na","NA","NA",0.240651472593707,NA,0.131768965257702,0.349533979929711,"mantika_label","Al Jabal Al Gharbi",NA,"no hypothesis test on case 'Direct reporting'"
"352","Youth 15-17 years: (female)","na","NA","NA",0.442852060254725,NA,0.301006291560363,0.584697828949086,"mantika_label","Derna",NA,"no hypothesis test on case 'Direct reporting'"
"353","Youth 15-17 years: (female)","na","NA","NA",0.246432070950014,NA,0.162360395649643,0.330503746250386,"mantika_label","Zwara",NA,"no hypothesis test on case 'Direct reporting'"
"354","Youth 15-17 years: (female)","na","NA","NA",0.225145658835687,NA,0.136127816803122,0.314163500868251,"mantika_label","Murzuq",NA,"no hypothesis test on case 'Direct reporting'"
"355","Youth 15-17 years: (female)","na","NA","NA",0.101854495905885,NA,0.0161289771337329,0.187580014678037,"mantika_label","Misrata",NA,"no hypothesis test on case 'Direct reporting'"
"356","Youth 15-17 years: (female)","na","NA","NA",0.27733006843446,NA,0.159084043117968,0.395576093750952,"mantika_label","Benghazi",NA,"no hypothesis test on case 'Direct reporting'"
"357","Youth 15-17 years: (female)","na","NA","NA",0.307861389112503,NA,0.165195101871018,0.450527676353987,"mantika_label","Ubari",NA,"no hypothesis test on case 'Direct reporting'"
"358.dependent.var","Youth 15-17 years: (female)","Displacement_status",NA,"idp",0.416666666666667,NA,0.253336334621662,0.579996998711671,"mantika_label","Sebha",0.141320313664545,"two sample ttest on difference in means (two sided)"
"358.dependent.var1","Youth 15-17 years: (female)","Displacement_status",NA,"non_displaced",0.260869565217391,NA,0.132573279316828,0.389165851117954,"mantika_label","Sebha",0.141320313664545,"two sample ttest on difference in means (two sided)"
"358.dependent.var2","Youth 15-17 years: (female)","Displacement_status",NA,"returnee",0.541666666666667,NA,0.338037047031659,0.745296286301674,"mantika_label","Sebha",0.141320313664545,"two sample ttest on difference in means (two sided)"
"359.dependent.var","Youth 15-17 years: (female)","Displacement_status",NA,"idp",0.4,NA,0.246247775336788,0.553752224663212,"mantika_label","Aljufra",0.182193792480746,"two sample ttest on difference in means (two sided)"
"359.dependent.var1","Youth 15-17 years: (female)","Displacement_status",NA,"non_displaced",0.271604938271605,NA,0.162650856845494,0.380559019697716,"mantika_label","Aljufra",0.182193792480746,"two sample ttest on difference in means (two sided)"
"360.dependent.var","Youth 15-17 years: (female)","Displacement_status",NA,"idp",0.142857142857143,NA,-0.0616221878533894,0.347336473567675,"mantika_label","Tripoli",0.150571081211751,"two sample ttest on difference in means (two sided)"
"360.dependent.var1","Youth 15-17 years: (female)","Displacement_status",NA,"non_displaced",0.357142857142857,NA,0.15019345357981,0.564092260705904,"mantika_label","Tripoli",0.150571081211751,"two sample ttest on difference in means (two sided)"
"360.dependent.var2","Youth 15-17 years: (female)","Displacement_status",NA,"returnee",0,NA,0,0,"mantika_label","Tripoli",0.150571081211751,"two sample ttest on difference in means (two sided)"
"361.dependent.var","Youth 15-17 years: (female)","Displacement_status",NA,"idp",0.242105263157895,NA,0.146087972821542,0.338122553494247,"mantika_label","Azzawya",0.243494391817924,"two sample ttest on difference in means (two sided)"
"361.dependent.var1","Youth 15-17 years: (female)","Displacement_status",NA,"non_displaced",0.161290322580645,NA,0.0651640293711828,0.257416615790107,"mantika_label","Azzawya",0.243494391817924,"two sample ttest on difference in means (two sided)"
"361.dependent.var2","Youth 15-17 years: (female)","Displacement_status",NA,"returnee",0.314285714285714,NA,0.138770882749688,0.489800545821741,"mantika_label","Azzawya",0.243494391817924,"two sample ttest on difference in means (two sided)"
"362.dependent.var","Youth 15-17 years: (female)","Displacement_status",NA,"non_displaced",0.230769230769231,NA,-0.00761347396329282,0.469151935501754,"mantika_label","Wadi Ashshati",0.352414643322319,"two sample ttest on difference in means (two sided)"
"362.dependent.var1","Youth 15-17 years: (female)","Displacement_status",NA,"idp",0.0909090909090909,NA,-0.0872694531400049,0.269087634958187,"mantika_label","Wadi Ashshati",0.352414643322319,"two sample ttest on difference in means (two sided)"
"362.dependent.var2","Youth 15-17 years: (female)","Displacement_status",NA,"returnee",0.571428571428571,NA,0.175456050185806,0.967401092671336,"mantika_label","Wadi Ashshati",0.352414643322319,"two sample ttest on difference in means (two sided)"
"363.dependent.var","Youth 15-17 years: (female)","Displacement_status",NA,"non_displaced",0.117647058823529,NA,-0.0199442901769351,0.255238407823994,"mantika_label","Aljfara",0.831220927878733,"two sample ttest on difference in means (two sided)"
"363.dependent.var1","Youth 15-17 years: (female)","Displacement_status",NA,"idp",0.137931034482759,NA,0.0102074561148713,0.265654612850646,"mantika_label","Aljfara",0.831220927878733,"two sample ttest on difference in means (two sided)"
"363.dependent.var2","Youth 15-17 years: (female)","Displacement_status",NA,"returnee",0.294117647058824,NA,0.070855650844413,0.517379643273234,"mantika_label","Aljfara",0.831220927878733,"two sample ttest on difference in means (two sided)"
"364.dependent.var","Youth 15-17 years: (female)","Displacement_status",NA,"non_displaced",0.266666666666667,NA,0.132382207170474,0.400951126162859,"mantika_label","Ejdabia",0.0307852487822137,"two sample ttest on difference in means (two sided)"
"364.dependent.var1","Youth 15-17 years: (female)","Displacement_status",NA,"idp",0.101010101010101,NA,0.0350449886898565,0.166975213330346,"mantika_label","Ejdabia",0.0307852487822137,"two sample ttest on difference in means (two sided)"
"365.dependent.var","Youth 15-17 years: (female)","Displacement_status",NA,"idp",0.290697674418605,NA,0.165698961578766,0.415696387258444,"mantika_label","Alkufra",0.242989584745126,"two sample ttest on difference in means (two sided)"
